model linking_length pyfof_grp N clump_mass[Msol] com_x[kpc] com_y[kpc] com_z[kpc] max_r[kpc] clump_r_avg[kpc] r[kpc] avg_temp[K] avg_pressure[Pa] avg_nHden[cm^-3] vdist[km/s] entropy[K/(Msolkpc**3)**(2/3)]
P0noBHs 1.00 14 37 7789368.16 -15.71 1.54 -2.31 3.12 1.57 15.95 12044.54 43440405.80 0.0015729236 14.60 183775187969946102530048.00
P0noBHs 1.00 15 3 636487.01 -14.86 1.53 -4.58 0.85 0.62 15.63 15281.97 21774690.86 0.0000378258 17.27 425399818711297943404544.00
P0noBHs 1.00 16 3 636252.94 -14.78 -0.25 -5.58 0.89 0.64 15.80 16960.36 22392426.40 0.0000195256 25.55 482258337091472177758208.00
P0noBHs 1.00 17 12 2488953.29 -11.98 0.59 -10.25 2.27 1.14 15.77 22562.66 33787467.99 0.0000696694 34.23 667726584210524712468480.00
P0noBHs 1.00 18 2 361947.98 -4.38 4.32 -15.05 0.32 0.27 16.26 22827.06 13454561.28 0.0000014959 9.95 1111610710176444450865152.00
P0noBHs 1.00 19 2 427093.49 3.71 -13.32 -6.70 0.47 0.47 15.36 21554.08 10491182.14 0.0000010268 7.84 1191082073829476749279232.00
P0noBHs 1.00 20 2 432738.13 -5.11 -12.31 -7.80 0.16 0.16 15.44 17722.96 19856112.16 0.0000114037 10.69 560008827749998826356736.00
P0noBHs 1.00 21 2 429672.28 -3.82 -13.18 -7.65 0.49 0.49 15.71 16621.06 14189134.32 0.0000053629 16.85 629578418231777993687040.00
P0noBHs 1.00 22 5 825294.56 -6.76 -13.48 -4.25 1.21 0.80 15.67 24314.65 27337174.22 0.0000118613 23.93 790236422377031671480320.00
P0noBHs 1.00 23 2 434318.69 -7.59 -0.75 -13.68 0.47 0.46 15.66 16727.38 13136074.54 0.0000043239 17.53 666920678957759967789056.00
P0noBHs 1.00 24 3 527712.66 -5.76 -11.00 -10.68 0.56 0.43 16.38 16677.57 17646954.31 0.0000104492 11.53 546250787199963893858304.00
P0noBHs 1.00 25 3 527003.49 -2.41 -11.78 -11.26 0.88 0.63 16.47 23260.68 15175356.96 0.0000022420 24.43 1059355622945025247150080.00
P0noBHs 1.00 26 8 1697433.14 14.15 -2.19 7.47 1.24 0.90 16.15 15092.73 26901688.26 0.0000899331 19.74 365525470820470578216960.00
P0noBHs 1.00 27 62 13156830.92 15.32 -0.42 4.69 4.07 2.23 16.02 12238.78 41540092.20 0.0010347184 32.95 191999264992498569707520.00
P0noBHs 1.00 28 3 636556.74 -14.70 -0.12 -3.24 0.55 0.44 15.05 12114.90 38936653.00 0.0004986027 3.00 188192418988720989929472.00
P0noBHs 1.00 29 3 636252.38 -15.59 -2.66 -3.51 0.59 0.46 16.20 14333.70 21062989.78 0.0000322561 22.53 378541526356975293562880.00
P0noBHs 1.00 30 26 5514845.78 14.68 4.21 4.47 2.28 1.28 15.92 11711.92 41848080.96 0.0009474086 13.08 174257730618537799581696.00
P0noBHs 1.00 31 5 1060581.15 14.86 5.93 2.14 1.17 0.82 16.14 13737.72 22523116.04 0.0000569560 6.00 340110227619925890957312.00
P0noBHs 1.00 32 4 848336.51 12.84 1.55 9.39 0.91 0.70 15.98 17753.96 20474970.81 0.0000148713 16.92 558973950490442173775872.00
P0noBHs 1.00 33 10 2120841.28 15.75 0.07 -2.59 1.42 0.93 15.96 13142.71 29835690.55 0.0001515884 9.98 259506184342081760133120.00
P0noBHs 1.00 34 3 638271.44 14.84 5.10 0.09 0.57 0.44 15.69 14733.86 17764423.07 0.0000175886 2.65 449048703637816023711744.00
P0noBHs 1.00 35 3 636894.39 15.37 6.42 -1.38 0.67 0.48 16.71 16176.94 13725983.41 0.0000053610 11.45 618647600402046969184256.00
P0noBHs 1.00 36 2 424350.53 14.59 6.76 0.85 0.35 0.35 16.10 14611.10 20326178.12 0.0000288038 7.49 403508174786550661382144.00
P0noBHs 1.00 37 3 636691.73 14.72 3.57 -5.35 0.66 0.51 16.07 17685.31 10020756.23 0.0000017074 14.43 884774171988955253178368.00
P0noBHs 1.00 38 2 424168.26 14.93 0.08 -4.58 0.22 0.22 15.62 13597.11 26173059.74 0.0000902218 8.42 298616014855254057156608.00
P0noBHs 1.00 39 2 424168.26 16.77 0.47 -0.20 0.48 0.48 16.77 13546.91 26813282.38 0.0000979545 11.93 291972759942652441395200.00
P0noBHs 1.00 40 40 8489634.21 12.30 -0.59 -9.99 4.39 1.71 15.86 12051.26 47199770.67 0.0018948594 22.85 172867845976810948919296.00
P0noBHs 1.00 41 2 424168.26 13.76 1.77 7.65 0.36 0.36 15.84 15699.12 23859840.40 0.0000370110 8.36 408167205297208646696960.00
P0noBHs 1.00 42 6 1272504.77 15.26 -0.53 -5.77 0.98 0.83 16.32 13964.98 26511645.46 0.0000868512 9.25 311775742026725309022208.00
P0noBHs 1.00 43 2 428133.91 15.84 -4.47 -0.35 0.17 0.17 16.47 26494.84 20102486.27 0.0000028837 22.05 1093698012274223040430080.00
P0noBHs 1.00 44 4 848336.51 15.75 -5.35 0.59 0.65 0.60 16.64 21120.41 16267559.68 0.0000041718 6.43 875819775894609496899584.00
P0noBHs 1.00 45 2 424168.26 15.37 0.34 -0.54 0.34 0.34 15.38 13109.51 29279372.08 0.0001425143 4.78 260705320620028407578624.00
P0noBHs 1.00 46 3 575903.66 15.70 2.23 2.78 0.58 0.56 16.10 15638.31 25312745.53 0.0000599819 8.42 396078348619314926452736.00
P0noBHs 1.00 47 2 424231.20 15.75 -4.14 3.51 0.23 0.23 16.66 16160.15 18255787.46 0.0000124031 9.67 509506254216527878291456.00
P0noBHs 1.00 48 2 378162.89 -0.69 13.42 -7.09 0.27 0.23 15.19 27874.22 8105481.51 0.0000002599 11.28 2161905133086576067215360.00
P0noBHs 1.00 49 2 425426.87 8.89 10.21 -7.73 0.25 0.25 15.59 42634.16 12532105.17 0.0000001279 10.30 3299073142410427989229568.00
P0noBHs 1.00 50 2 424506.86 13.92 8.53 -2.06 0.43 0.43 16.45 19267.47 7531986.02 0.0000007557 13.80 1247053476912715880464384.00
P0noBHs 1.00 51 2 424168.86 13.55 6.60 3.23 0.13 0.13 15.41 14511.97 20424534.72 0.0000272563 9.84 394288317893521161846784.00
P0noBHs 1.00 52 2 304695.89 -13.85 6.87 5.46 0.46 0.46 16.40 21447.48 9899342.47 0.0000009209 17.37 1234475490567523661774848.00
P0noBHs 1.00 53 3 636289.66 -15.55 3.75 1.64 0.70 0.62 16.08 18830.46 16268801.69 0.0000062006 13.09 726566554961609112944640.00
P0noBHs 1.00 54 2 424168.26 -14.99 4.37 -0.34 0.47 0.47 15.62 15010.74 23340143.83 0.0000460223 5.85 386075697685348803936256.00
P0noBHs 1.00 55 3 636252.38 -16.42 -0.03 -0.53 0.77 0.52 16.43 15053.89 31163223.27 0.0001108901 11.13 319395323931357968596992.00
P0noBHs 1.00 56 2 424168.26 -9.70 0.62 12.20 0.29 0.29 15.60 22650.67 18105008.38 0.0000033405 12.70 900569695598804094418944.00
P0noBHs 1.00 57 2 424183.99 -14.36 0.58 7.33 0.49 0.49 16.13 22565.79 18765756.26 0.0000043091 14.42 889494153875927991320576.00
P0noBHs 1.00 58 2 424189.99 -14.04 0.21 9.28 0.39 0.39 16.83 20463.00 20006955.15 0.0000065080 13.60 711984331263148696797184.00
P0noBHs 1.00 59 2 424200.32 -14.91 6.21 -2.21 0.40 0.40 16.30 20184.36 17435335.81 0.0000053882 37.07 767169881228440560992256.00
P0noBHs 1.00 60 2 424168.26 -14.59 5.03 -1.33 0.25 0.25 15.49 14512.44 23147817.79 0.0000446620 7.90 363332573479489496940544.00
P0noBHs 1.00 61 2 424168.31 -11.13 -1.41 11.42 0.32 0.32 16.01 20336.48 21176027.41 0.0000079270 13.80 677128336858050652536832.00
P0noBHs 1.00 62 2 424168.79 -14.86 -1.57 6.65 0.42 0.42 16.35 28226.42 25791470.19 0.0000054992 10.50 1039990798509889074233344.00
P0noBHs 1.00 63 2 424169.07 -15.52 -1.24 4.95 0.38 0.38 16.33 22157.65 16937299.29 0.0000030422 14.56 909060429796612780326912.00
P0noBHs 1.00 64 2 424168.27 -15.40 -0.41 1.34 0.16 0.16 15.47 16960.33 20268334.83 0.0000142344 1.92 515190168581919844859904.00
P0noBHs 1.00 65 4 790963.19 -15.20 -1.70 -2.62 0.85 0.64 15.52 13969.52 27954744.45 0.0001104608 10.69 304088829466744377573376.00
P0noBHs 1.00 66 2 424168.26 13.85 -2.25 -8.88 0.26 0.26 16.60 15650.30 25889002.93 0.0000488569 16.83 382277191297207743021056.00
P0noBHs 1.00 67 2 306268.83 11.26 -8.24 -7.81 0.39 0.28 15.99 28053.12 16378188.04 0.0000011404 13.11 1365588727514390172008448.00
P0noBHs 1.00 68 2 424168.26 11.03 -10.61 0.55 0.45 0.45 15.31 64921.21 28488329.53 0.0000000647 4.04 3875251567537242920452096.00
P0noBHs 1.00 69 2 424482.68 10.42 -12.56 -0.85 0.21 0.21 16.34 56035.87 19345271.27 0.0000000759 9.49 3908665717651932729835520.00
P0noBHs 1.00 70 4 848336.51 10.85 1.09 -12.13 0.94 0.65 16.32 14541.43 27937098.52 0.0000902850 19.81 323777236161794884501504.00
P0noBHs 1.00 71 2 426785.82 10.91 3.98 -9.74 0.41 0.41 15.16 25831.35 16757437.73 0.0000017903 19.78 1184174775019291132559360.00
P0noBHs 1.00 72 2 424168.26 3.22 1.82 15.07 0.50 0.50 15.52 24028.22 16530894.86 0.0000020211 8.19 1058183154073485663272960.00
P0noBHs 1.00 73 3 594464.47 -5.73 8.59 12.99 0.84 0.61 16.59 23380.77 12328314.21 0.0000011899 19.85 1224865543641833085599744.00
P0noBHs 1.00 74 2 424168.26 9.09 3.83 13.21 0.30 0.30 16.49 26225.20 17305707.82 0.0000018036 3.60 1190560080714979103211520.00
P0noBHs 1.00 75 2 424168.26 10.41 1.88 12.11 0.09 0.09 16.08 20313.09 19860597.38 0.0000065428 8.21 705291583171842759720960.00
P0noBHs 1.00 76 2 425875.23 2.34 -14.77 -3.60 0.31 0.31 15.38 23041.66 16281606.91 0.0000023697 5.80 991346479479396298129408.00
P0noBHs 1.00 77 2 432399.89 -3.84 -15.54 -2.58 0.43 0.42 16.22 33736.45 17333881.04 0.0000006080 19.17 1798073088796948504248320.00
P0noBHs 1.00 78 2 424181.60 -13.87 -1.45 8.12 0.18 0.18 16.14 19053.71 24494787.73 0.0000160293 15.87 550630289367887169716224.00
P0noBHs 1.00 79 2 424168.26 -6.61 0.31 15.25 0.29 0.29 16.62 24952.39 18147232.28 0.0000023387 1.37 1057353307760362797400064.00
P0noBHs 1.00 80 2 428803.38 -12.64 -9.70 -4.30 0.47 0.46 16.50 18544.49 19941118.55 0.0000094413 7.46 603386170183480407752704.00
P0noBHs 1.00 81 6 1242390.13 -12.11 -10.07 -2.37 1.03 0.74 15.92 15218.02 26728126.72 0.0000842939 25.74 369931116701146847117312.00
P0noBHs 1.00 82 2 424200.49 -13.07 -1.33 10.36 0.49 0.49 16.73 25903.90 23469913.16 0.0000044765 12.90 949678481063490170650624.00
P0noBHs 1.00 83 2 425787.97 -13.72 -9.50 -0.88 0.39 0.39 16.71 17493.70 16351113.72 0.0000076576 12.07 635612802190762586406912.00
P0noBHs 1.00 84 2 434488.00 -12.91 -8.36 3.73 0.25 0.24 15.83 24116.83 11049802.96 0.0000008034 29.62 1383815050384612568072192.00
P0noBHs 1.00 85 2 424482.71 -14.57 -7.47 3.87 0.35 0.35 16.83 34509.15 10144327.53 0.0000001933 14.01 2669458307790040492670976.00
P0noBHs 1.00 86 2 303634.10 -11.88 -9.67 1.68 0.21 0.21 15.41 14871.65 14240132.92 0.0000082575 15.80 520562286341094620790784.00
P0noBHs 1.00 87 2 371669.44 -13.15 -10.40 0.71 0.22 0.19 16.78 14722.67 14698980.59 0.0000093852 6.62 500706983693674723934208.00
P0noBHs 1.00 88 2 383966.01 -10.79 -12.45 -1.45 0.46 0.39 16.54 18871.00 20371878.36 0.0000095834 15.31 609947172375727783804928.00
P0noBHs 1.00 89 4 748298.09 -7.83 -13.42 -0.66 0.87 0.63 15.55 18414.75 18249652.73 0.0000094827 26.57 642358806331954867208192.00
P0noBHs 1.00 90 2 427362.15 -7.58 -13.77 2.37 0.43 0.43 15.89 18586.32 8722224.12 0.0000010598 16.58 1052574652153488084041728.00
P0noBHs 1.00 91 2 299564.80 -6.48 -14.61 -1.01 0.68 0.48 16.01 23887.90 15370562.77 0.0000018158 14.64 1092306714015472994484224.00
