model linking_length pyfof_grp N clump_mass[Msol] com_x[kpc] com_y[kpc] com_z[kpc] max_r[kpc] clump_r_avg[kpc] r[kpc] avg_temp[K] avg_pressure[Pa] avg_nHden[cm^-3] vdist[km/s] entropy[K/(Msolkpc**3)**(2/3)]
GM2 1.00 34 7 1506518.28 3.44 1.83 15.34 1.64 0.99 15.83 16571.77 20172550.67 0.0000168370 11.26 501925533180564506411008.00
GM2 1.00 35 3 639743.61 4.98 -5.39 13.66 0.72 0.51 15.51 15798.02 25553601.83 0.0000554398 8.82 399931556518607785558016.00
GM2 1.00 36 2 424168.26 5.52 -6.78 13.48 0.25 0.25 16.07 17305.98 24401124.37 0.0000241703 5.81 470350317398579503693824.00
GM2 1.00 37 3 636280.22 3.92 -1.39 14.73 0.80 0.62 15.31 15083.97 23864987.27 0.0000436368 3.58 380797616846744254939136.00
GM2 1.00 38 3 637688.29 -0.70 -5.58 15.21 0.78 0.60 16.22 18445.59 17088482.54 0.0000061791 12.16 663362444757115156299776.00
GM2 1.00 39 7 1375505.16 2.66 -7.27 13.47 1.68 0.89 15.54 15122.48 24819916.29 0.0000613086 17.56 378523969269032508456960.00
GM2 1.00 40 43 9065499.41 -4.31 3.02 14.87 3.43 1.62 15.77 11481.66 51113499.33 0.0032057603 18.83 152537476669709203013632.00
GM2 1.00 41 3 640737.08 -9.32 3.19 11.95 0.73 0.61 15.48 15677.81 26427885.54 0.0000553584 27.89 381534347159799429332992.00
GM2 1.00 42 3 640635.34 -8.97 1.87 13.09 0.65 0.54 15.98 16921.69 21320929.70 0.0000194855 14.45 500736994454168921964544.00
GM2 1.00 43 2 424168.26 -7.58 1.20 13.50 0.26 0.26 15.53 15776.78 29828464.22 0.0000762451 17.53 350922926094134896754688.00
GM2 1.00 44 2 367251.17 -10.76 -2.79 12.05 0.38 0.32 16.39 14061.51 24141007.96 0.0000616743 6.79 333495909060291319562240.00
GM2 1.00 45 10 2071694.55 -11.66 -3.20 10.60 1.53 0.84 16.07 12615.49 31659504.78 0.0002238913 16.18 233282751264519886995456.00
GM2 1.00 46 2 428792.14 -12.55 -3.22 8.28 0.48 0.48 15.38 13929.18 28094979.71 0.0001018831 18.79 295603823129081130516480.00
GM2 1.00 47 7 1484588.89 -4.03 -0.16 15.27 1.11 0.81 15.80 13776.26 31550116.30 0.0001529627 19.49 270253765057902974861312.00
GM2 1.00 48 5 999210.36 -6.50 -0.18 14.29 1.37 0.84 15.70 14402.58 30645883.04 0.0001353394 21.04 305740287755336902770688.00
GM2 1.00 49 2 428164.85 -4.59 5.12 14.02 0.44 0.43 15.61 16384.97 27723297.93 0.0000495849 15.55 395706659987729103716352.00
GM2 1.00 50 2 361829.13 4.34 -2.12 15.71 0.53 0.45 16.44 15248.80 23091559.32 0.0000353086 8.71 394778413098101676965888.00
GM2 1.00 51 5 1060420.64 2.50 -3.63 15.22 0.96 0.70 15.84 14221.48 28042778.99 0.0000983946 9.92 309933051047004690448384.00
GM2 1.00 52 2 424168.26 1.88 -0.38 16.47 0.40 0.40 16.58 15933.73 16881175.50 0.0000102204 9.39 524007352173986236596224.00
GM2 1.00 53 2 425413.79 1.26 -6.20 14.76 0.33 0.33 16.06 16752.64 20800066.74 0.0000184469 12.89 500136169712548082352128.00
GM2 1.00 54 2 424168.26 1.54 -5.18 14.31 0.15 0.15 15.30 13584.48 30918649.97 0.0001458763 2.08 266341450513215584731136.00
GM2 1.00 55 4 850850.82 -8.46 -3.42 13.09 0.88 0.65 15.95 14182.37 19621644.71 0.0000289200 15.55 393813297113991342981120.00
GM2 1.00 56 2 424521.92 -6.25 -2.21 14.09 0.49 0.49 15.57 15804.93 30633664.99 0.0000805492 5.25 347908253815552721551360.00
GM2 1.00 57 6 1287074.98 -6.59 -4.19 13.80 1.35 0.83 15.86 22010.82 30999231.79 0.0000388725 18.55 619071724391349585182720.00
GM2 1.00 58 3 639954.15 -8.49 9.81 -8.81 0.75 0.65 15.68 17043.08 29030707.42 0.0000512815 22.04 407412074217651113558016.00
GM2 1.00 59 2 429923.09 -9.71 5.64 -11.08 0.35 0.34 15.78 34769.18 34832320.58 0.0000031962 24.05 1188105181215408332472320.00
GM2 1.00 60 3 582694.93 -9.50 10.93 -7.52 0.54 0.47 16.32 15698.65 27234258.61 0.0000588794 12.78 369921459723465308241920.00
GM2 1.00 61 2 363921.95 4.41 13.06 9.30 0.34 0.29 16.63 41843.88 14230142.03 0.0000001818 4.01 2938503236043030124298240.00
GM2 1.00 62 2 430026.66 -3.00 13.59 8.63 0.45 0.45 16.38 15993.38 20219584.91 0.0000180409 7.76 466112169781161638232064.00
GM2 1.00 63 4 848336.51 -2.21 0.59 15.92 0.80 0.61 16.09 13602.30 27594350.84 0.0001104680 11.87 291388955965908852932608.00
GM2 1.00 64 3 636252.38 -1.03 1.24 16.05 0.46 0.39 16.13 13153.26 30767368.20 0.0001621748 14.51 253346199559058048942080.00
GM2 1.00 65 4 856136.70 -10.15 -4.54 11.76 0.72 0.53 16.18 14370.90 22573917.31 0.0000485967 10.96 366224404152316292235264.00
GM2 1.00 66 4 794081.95 -2.51 -8.15 12.76 0.49 0.37 15.35 15332.78 25311732.75 0.0000544500 17.33 377232669451610727907328.00
GM2 1.00 67 2 432371.46 -9.44 -6.40 11.40 0.50 0.50 16.13 36166.41 30082529.89 0.0000008981 6.39 1443745750623780121608192.00
GM2 1.00 68 4 799708.35 -1.06 8.94 13.55 0.87 0.69 16.27 20002.30 16340532.26 0.0000044729 14.51 788406603691327118901248.00
GM2 1.00 69 5 1008087.87 -4.69 7.54 13.11 0.92 0.69 15.83 16059.73 22882230.35 0.0000341878 28.35 438426823501122283503616.00
GM2 1.00 70 4 849717.01 12.06 -5.26 9.41 1.03 0.72 16.18 15460.49 21508720.50 0.0000252261 6.51 423872668475261804609536.00
GM2 1.00 71 3 636252.38 12.64 -5.36 7.58 0.76 0.51 15.68 14635.26 22677432.09 0.0000391500 5.68 373296755993128036466688.00
GM2 1.00 72 2 426932.88 -7.37 8.38 12.14 0.35 0.35 16.49 22464.70 16368905.41 0.0000026622 17.99 950242889891609850150912.00
GM2 1.00 73 2 429690.57 3.80 -4.55 14.61 0.43 0.43 15.76 15641.26 21786455.57 0.0000266255 5.71 429104494627161831899136.00
GM2 1.00 74 2 424168.26 8.75 -11.64 5.14 0.44 0.44 15.44 19845.37 17873946.65 0.0000053353 7.78 728121381404861590929408.00
GM2 1.00 75 3 636252.38 1.51 -15.12 2.15 0.72 0.56 15.35 17704.82 17145436.62 0.0000074839 11.29 619307906484573506109440.00
GM2 1.00 76 2 427504.85 10.66 -0.22 12.08 0.47 0.47 16.11 26211.70 17944217.96 0.0000018872 8.82 1163550470838657625358336.00
GM2 1.00 77 2 361048.61 8.31 -3.10 12.88 0.40 0.34 15.64 13350.59 25390850.83 0.0000889170 5.70 296410501470209871708160.00
GM2 1.00 78 2 424168.26 -10.14 4.41 11.90 0.49 0.49 16.24 20822.59 27830335.55 0.0000199476 13.30 593206966224346339606528.00
GM2 1.00 79 6 1095378.45 -11.51 -5.63 9.38 1.08 0.85 15.88 14482.74 24762424.92 0.0000639821 23.66 348667584412935740456960.00
GM2 1.00 80 2 364830.29 -5.90 -9.36 11.08 0.58 0.50 15.66 14837.39 21485407.30 0.0000353410 11.11 401131006299911971930112.00
GM2 1.00 81 2 433376.08 -11.52 -6.16 8.08 0.29 0.29 15.36 15202.70 24527343.24 0.0000441133 19.66 375869145839860331839488.00
GM2 1.00 82 33 6937819.88 13.40 -7.27 3.30 3.62 1.83 15.60 12421.66 40219023.35 0.0009109954 22.00 201490776004085508210688.00
GM2 1.00 83 3 644094.67 8.19 -7.01 -11.14 0.56 0.46 15.50 18154.19 20785140.85 0.0000134253 7.91 572429688937401215352832.00
GM2 1.00 84 3 636289.41 -0.45 -1.57 -15.36 0.65 0.46 15.44 15476.99 26091974.08 0.0000532775 3.77 373575390524353579843584.00
GM2 1.00 85 2 424889.30 2.08 -1.97 -15.06 0.45 0.45 15.33 17786.42 23974081.12 0.0000222662 26.46 499542790388124045279232.00
GM2 1.00 86 10 2125341.02 5.55 -2.61 -14.46 1.48 0.94 15.71 18595.26 38774190.98 0.0001282623 32.16 393842300347240469757952.00
GM2 1.00 87 3 636252.38 14.01 -8.33 -0.97 0.33 0.26 16.33 14478.20 24494992.81 0.0000588039 5.51 349709945477185952284672.00
GM2 1.00 88 2 366638.61 -0.94 -9.84 -11.30 0.58 0.49 15.01 31032.00 23723216.11 0.0000016176 13.91 1276250774880727112613888.00
GM2 1.00 89 2 424168.64 -1.08 0.64 -15.72 0.38 0.38 15.77 15404.76 25489237.61 0.0000557485 26.45 378433859881662591008768.00
GM2 1.00 90 6 1283151.70 12.94 -8.58 4.93 1.65 0.89 16.29 12448.48 39066027.55 0.0004882632 15.42 199916037985902077673472.00
GM2 1.00 91 2 426420.12 3.02 -9.34 -12.23 0.48 0.48 15.69 17963.22 19277588.09 0.0000099143 8.92 586051214308347360575488.00
GM2 1.00 92 2 428753.77 4.05 -7.49 -13.66 0.46 0.46 16.09 22139.48 18118337.66 0.0000036133 20.19 864467714610485560082432.00
GM2 1.00 93 6 1150279.70 2.45 -10.85 -11.22 0.97 0.63 15.80 14622.31 22026726.08 0.0000372390 14.91 380561782081223301005312.00
GM2 1.00 94 2 426829.95 6.29 -8.24 -12.51 0.45 0.45 16.24 18307.89 13122798.01 0.0000030687 12.93 782034852979842620588032.00
GM2 1.00 95 3 583630.95 10.31 -11.05 -3.57 0.74 0.54 15.53 19791.61 19659925.17 0.0000074347 11.21 681039799029878889644032.00
GM2 1.00 96 2 424440.17 7.39 -13.25 -5.68 0.41 0.41 16.20 20395.00 10323828.85 0.0000011662 7.08 1097908425557018606043136.00
GM2 1.00 97 4 853833.40 6.39 13.58 -3.69 0.87 0.65 15.46 17050.01 14752191.34 0.0000056650 7.37 645194460798601259909120.00
GM2 1.00 98 3 646221.83 8.24 13.19 -4.22 0.47 0.44 16.11 18163.01 16016218.51 0.0000055096 4.69 674284758514277371871232.00
GM2 1.00 99 2 424625.19 11.98 -9.36 1.61 0.43 0.43 15.29 14991.61 22435479.41 0.0000452339 6.16 399316603415174718685184.00
GM2 1.00 100 2 424168.26 0.80 -11.02 -11.32 0.38 0.38 15.82 17977.54 16696138.75 0.0000075904 3.18 654835594614259167789056.00
GM2 1.00 101 3 636938.21 2.54 -13.81 -7.38 0.76 0.62 15.86 15882.27 17259859.80 0.0000116681 11.26 516740819331103078744064.00
GM2 1.00 102 3 636252.38 14.71 -5.57 3.00 0.66 0.57 16.01 14362.38 27170981.45 0.0000844689 12.27 321004826248432238723072.00
GM2 1.00 103 2 424168.26 11.58 -10.41 2.75 0.46 0.46 15.81 16596.98 23434993.84 0.0000250402 14.08 450474492788204044812288.00
GM2 1.00 104 4 848336.51 2.34 1.01 -15.09 0.83 0.59 15.30 15504.50 28907862.67 0.0001192180 8.68 377940991459340356419584.00
GM2 1.00 105 3 636252.38 3.79 -1.53 -15.06 0.83 0.67 15.61 18798.18 26154898.05 0.0000210865 15.68 516383210761659300708352.00
GM2 1.00 106 2 428039.05 0.70 0.69 -16.18 0.41 0.41 16.21 24358.27 32611467.33 0.0000119632 15.59 685029130904479087984640.00
GM2 1.00 107 2 366407.92 13.00 10.02 -1.77 0.49 0.42 16.50 21135.87 10721653.26 0.0000013017 7.08 1148271788089423444312064.00
GM2 1.00 108 2 428618.03 13.99 6.17 -2.47 0.38 0.38 15.49 23198.97 10042496.09 0.0000007153 14.07 1388419148506732741787648.00
GM2 1.00 109 2 426636.54 8.99 -5.62 -10.84 0.47 0.46 15.16 27510.07 26436748.11 0.0000037834 22.54 965237340215498636263424.00
GM2 1.00 110 2 426110.12 13.81 -5.14 -6.03 0.50 0.50 15.92 59883.82 33072073.72 0.0000001315 8.78 3051994306367739857469440.00
GM2 1.00 111 2 430977.30 7.55 10.69 -8.18 0.40 0.40 15.43 26592.64 19938699.82 0.0000021503 10.19 1101419726248912787341312.00
GM2 1.00 112 2 429326.35 8.98 10.44 -6.91 0.38 0.38 15.41 16211.23 18153671.38 0.0000120617 7.18 512458464800810465230848.00
GM2 1.00 113 3 639336.06 9.91 10.58 -6.11 0.67 0.47 15.73 15340.51 21272249.72 0.0000275754 13.03 423777384345012061339648.00
GM2 1.00 114 3 647893.16 12.29 9.56 2.15 0.68 0.56 15.72 18049.25 14942857.92 0.0000045874 16.57 699575024201749997027328.00
GM2 1.00 115 2 424168.26 9.61 -11.28 4.06 0.12 0.12 15.36 17102.44 20182054.17 0.0000135453 0.81 523627574486073530646528.00
GM2 1.00 116 3 638523.12 15.13 -2.26 -2.92 0.54 0.47 15.58 19812.56 17519252.07 0.0000054920 14.06 740324651540045868564480.00
GM2 1.00 117 2 430197.61 9.75 11.54 -5.31 0.41 0.41 16.01 17640.36 21312743.72 0.0000142233 4.38 530054577805601751957504.00
