model linking_length pyfof_grp N clump_mass[Msol] com_x[kpc] com_y[kpc] com_z[kpc] max_r[kpc] clump_r_avg[kpc] r[kpc] avg_temp[K] avg_pressure[Pa] avg_nHden[cm^-3] vdist[km/s] entropy[K/(Msolkpc**3)**(2/3)]
GM3noBHs 1.00 39 2 424168.26 1.40 3.37 -15.76 0.49 0.49 16.18 18527.92 19173547.40 0.0000083397 3.72 619522396106703599828992.00
GM3noBHs 1.00 40 2 434094.75 -4.76 2.23 -14.56 0.31 0.31 15.48 15213.50 36921393.30 0.0002210482 7.54 294932254020130029174784.00
GM3noBHs 1.00 41 2 424168.26 4.71 0.08 -16.14 0.37 0.37 16.82 20530.56 18149920.50 0.0000051479 10.17 767425565165499845705728.00
GM3noBHs 1.00 42 3 636252.38 3.24 -3.14 15.87 0.60 0.42 16.50 17060.56 20665732.51 0.0000149552 5.96 514422567365432129355776.00
GM3noBHs 1.00 43 2 424201.26 -0.35 -5.86 14.81 0.43 0.43 15.93 27267.94 19835213.53 0.0000019490 14.19 1156674328542573854982144.00
GM3noBHs 1.00 44 2 424168.26 10.84 -6.05 8.87 0.49 0.49 15.26 22662.59 17449611.05 0.0000031604 2.51 930667596291302651592704.00
GM3noBHs 1.00 45 2 424411.90 9.97 -9.81 8.88 0.42 0.42 16.56 22151.58 17315995.30 0.0000035781 3.59 902273260012036192993280.00
GM3noBHs 1.00 46 2 424168.26 7.17 -11.48 7.53 0.48 0.48 15.49 61741.40 27845344.83 0.0000000807 25.44 3609450813213990742654976.00
GM3noBHs 1.00 47 6 1043856.96 7.66 -13.18 -3.72 1.11 0.83 15.69 21161.87 18596661.03 0.0000049704 26.54 787452867040520085438464.00
GM3noBHs 1.00 48 2 375325.69 -12.19 -4.91 10.05 0.54 0.46 16.54 38187.19 14576459.28 0.0000002771 11.07 2479393004899823112945664.00
GM3noBHs 1.00 49 2 380422.74 -10.17 -7.01 9.29 0.48 0.41 15.45 34088.89 21891929.72 0.0000011669 11.39 1562663116613259418927104.00
GM3noBHs 1.00 50 2 424184.10 -10.14 -4.37 11.77 0.38 0.38 16.14 49673.59 26922998.62 0.0000002663 7.90 2560415151308004785127424.00
GM3noBHs 1.00 51 2 304226.62 -1.48 -15.10 6.72 0.24 0.24 16.59 53581.57 36706023.26 0.0000002270 25.37 2363850351331617024245760.00
GM3noBHs 1.00 52 4 854918.39 -2.35 -14.25 5.43 0.79 0.59 15.42 23498.22 20678474.09 0.0000047392 20.53 876004198975652646354944.00
GM3noBHs 1.00 53 4 742780.43 -8.73 -9.42 9.82 1.15 0.73 16.17 30819.47 16841148.99 0.0000008598 12.13 1648002578453476388372480.00
GM3noBHs 1.00 54 2 364816.86 -3.81 -9.24 12.25 0.31 0.27 15.81 38580.33 12385333.89 0.0000001881 16.21 2807439058275928331255808.00
GM3noBHs 1.00 55 3 467313.81 -10.23 -10.56 5.06 0.70 0.58 15.55 19948.73 16703865.51 0.0000062831 14.85 778285742515979185815552.00
GM3noBHs 1.00 56 2 368537.17 0.33 -14.39 4.92 0.36 0.31 15.21 16293.56 22087682.93 0.0000231764 6.88 452159423681344391086080.00
GM3noBHs 1.00 57 4 848777.26 1.67 -15.64 4.89 0.83 0.50 16.47 20453.96 21435445.18 0.0000081181 17.31 676682722802612102496256.00
GM3noBHs 1.00 58 4 814837.79 1.69 -15.32 1.20 0.85 0.62 15.46 16892.85 22508584.28 0.0000235242 30.42 476959708833145170165760.00
GM3noBHs 1.00 59 2 364845.64 -8.32 -0.90 13.72 0.57 0.49 16.07 22973.91 14865385.95 0.0000021622 5.38 1065691687335594731503616.00
GM3noBHs 1.00 60 2 428569.75 -9.52 -3.73 -13.00 0.40 0.40 16.53 26206.36 10283102.18 0.0000005213 10.73 1671498218448170308861952.00
GM3noBHs 1.00 61 2 381366.61 -3.90 -12.45 -8.13 0.51 0.45 15.37 16230.98 10632082.45 0.0000029067 10.17 736186069439319250042880.00
GM3noBHs 1.00 62 2 424168.26 14.97 -7.45 0.70 0.46 0.46 16.73 15593.98 21605670.48 0.0000247271 2.91 428723018561604875714560.00
GM3noBHs 1.00 63 3 636252.38 15.34 -6.53 -0.81 0.73 0.53 16.69 18193.28 19964140.82 0.0000111515 3.45 589138642614621768253440.00
GM3noBHs 1.00 64 3 636252.38 14.36 -6.80 2.80 0.73 0.49 16.13 15896.09 23399202.38 0.0000464796 9.25 435159632828819719585792.00
GM3noBHs 1.00 65 9 1908757.15 12.81 -7.80 4.53 1.48 1.06 15.67 13754.29 27347070.92 0.0001002047 7.18 297192584283430269747200.00
GM3noBHs 1.00 66 2 424168.26 12.90 -8.08 2.56 0.41 0.41 15.43 15113.01 24601865.02 0.0000516537 4.75 375024977123866197360640.00
GM3noBHs 1.00 67 2 374918.01 -7.56 13.21 1.67 0.46 0.40 15.31 56397.00 16452823.93 0.0000000576 16.19 4415009207988653012287488.00
GM3noBHs 1.00 68 2 363916.96 -5.01 13.33 6.88 0.57 0.48 15.81 37235.78 6877204.52 0.0000000677 7.86 3912921523977624393613312.00
GM3noBHs 1.00 69 2 433637.80 -4.66 15.12 -1.30 0.36 0.36 15.87 44774.24 9721964.74 0.0000000749 17.66 4246507063550201389121536.00
GM3noBHs 1.00 70 2 361835.21 -5.64 5.94 13.37 0.46 0.39 15.68 54239.59 26131925.72 0.0000001560 16.72 3035879105757273992986624.00
GM3noBHs 1.00 71 6 1239427.43 3.37 -15.26 3.42 1.04 0.78 15.99 15713.66 18052035.95 0.0000149961 15.90 490633197034061015547904.00
GM3noBHs 1.00 72 2 265208.08 1.87 -14.64 -4.76 0.13 0.11 15.51 16740.20 13807622.95 0.0000049243 4.15 646313744687476324171776.00
GM3noBHs 1.00 73 2 424168.26 12.43 -9.98 5.18 0.50 0.50 16.76 16081.65 22332270.53 0.0000261544 6.04 443757346935950047969280.00
GM3noBHs 1.00 74 3 636252.38 12.70 -8.81 6.46 0.93 0.64 16.75 14684.39 24428583.43 0.0000596629 8.42 361264056465687094231040.00
GM3noBHs 1.00 75 2 424168.26 11.61 -8.40 7.00 0.49 0.49 15.95 15458.59 21894556.55 0.0000273496 3.39 419223581690436620648448.00
GM3noBHs 1.00 76 2 424168.26 5.06 -5.33 -15.12 0.30 0.30 16.81 46045.01 31103843.82 0.0000003925 12.29 2047755731905759745671168.00
GM3noBHs 1.00 77 2 369625.67 14.33 -4.31 6.42 0.35 0.30 16.28 57848.78 22557581.71 0.0000000817 3.16 3710091123646374346752000.00
