model linking_length pyfof_grp N clump_mass[Msol] com_x[kpc] com_y[kpc] com_z[kpc] max_r[kpc] clump_r_avg[kpc] r[kpc] avg_temp[K] avg_pressure[Pa] avg_nHden[cm^-3] vdist[km/s] entropy[K/(Msolkpc**3)**(2/3)]
GM2 1.00 0 32 5669577.84 -28.61 -18.72 -38.50 2.16 1.13 51.49 14313.37 42969682.23 0.0009731494 29.67 255436293723605337899008.00
GM2 1.00 1 14 2987108.31 -30.31 -29.34 -22.22 1.84 0.94 47.68 16785.61 26971542.35 0.0000453537 17.64 428901108579949866909696.00
GM2 1.00 2 4 743433.82 -31.29 -44.09 2.99 0.42 0.25 54.14 24511.08 20709754.63 0.0000031800 10.46 949552745907517522968576.00
GM2 1.00 3 6 1288605.39 -28.16 -23.30 7.84 0.72 0.51 37.39 25365.85 40572987.68 0.0000201795 14.03 639915860672643172663296.00
GM2 1.00 4 2 427520.13 -30.28 -36.69 0.57 0.26 0.26 47.58 75018.07 39354017.56 0.0000000471 4.89 4035022923440186128859136.00
GM2 1.00 5 3 619602.13 -32.79 -43.26 3.81 0.37 0.25 54.41 26800.94 18796359.11 0.0000018219 11.25 1171871146370695065239552.00
GM2 1.00 6 7 1363161.18 -20.03 -23.10 0.79 0.59 0.26 30.59 13767.99 44761005.57 0.0003892514 10.61 209504408165876068515840.00
GM2 1.00 7 5 1027949.60 -18.54 -12.28 8.65 0.51 0.26 23.86 13511.10 51977032.76 0.0007095746 8.72 181739468085219874045952.00
GM2 1.00 8 5 1004321.12 -18.06 -19.94 13.76 0.45 0.20 30.22 17810.73 38522699.55 0.0000934743 5.71 357936012315100274753536.00
GM2 1.00 9 21 4423370.71 -19.49 -26.28 6.52 2.11 1.03 33.36 12226.95 53514180.82 0.0017967894 24.70 155634343925787876392960.00
GM2 1.00 10 2 441259.12 -25.32 -16.71 9.94 0.16 0.16 31.92 79067.22 105514047.07 0.0000001143 6.85 2270620793143729204494336.00
GM2 1.00 11 7 1490070.63 -21.22 -11.74 -0.72 0.68 0.39 24.26 12046.25 58494162.16 0.0023962047 24.73 135676537548844008734720.00
GM2 1.00 12 21 3738100.14 -25.45 -13.27 -0.46 1.10 0.41 28.70 10222.70 104081493.22 0.0214859168 20.08 59801137725049661292544.00
GM2 1.00 13 2 466459.17 -22.36 -11.05 2.34 0.48 0.44 25.05 21287.24 41426810.16 0.0000515870 11.76 461828613949238022242304.00
GM2 1.00 14 28 5616934.92 -22.96 -10.11 -1.16 1.15 0.69 25.12 10203.25 106633125.71 0.0225779686 30.81 59517059533354272030720.00
GM2 1.00 15 4 853589.12 -20.41 -17.20 -1.30 0.32 0.17 26.72 16713.06 42417862.32 0.0001493792 10.52 304523794850526015782912.00
GM2 1.00 16 2 385343.32 -25.60 -11.37 8.61 0.37 0.33 29.31 22970.97 33489910.40 0.0000170274 13.63 610171356820851782582272.00
