model linking_length pyfof_grp N clump_mass[Msol] com_x[kpc] com_y[kpc] com_z[kpc] max_r[kpc] clump_r_avg[kpc] r[kpc] avg_temp[K] avg_pressure[Pa] avg_nHden[cm^-3] vdist[km/s] entropy[K/(Msolkpc**3)**(2/3)]
GM3SI1 1.00 37 34 7276096.23 19.39 -27.56 -9.97 2.62 1.00 35.14 10956.12 77515065.91 0.0121466022 19.04 115995950737442073477120.00
GM3SI1 1.00 38 7 1456627.21 21.21 -25.46 -11.38 0.95 0.57 35.04 15243.95 32595741.49 0.0001028299 17.45 313861815258280326332416.00
GM3SI1 1.00 39 5 1013861.20 4.57 -23.20 -10.68 0.66 0.42 25.95 13887.32 47888912.57 0.0004970373 9.91 204466496990080120389632.00
GM3SI1 1.00 40 4 804909.17 -3.05 -21.49 -12.86 0.79 0.46 25.23 36924.95 174132052.88 0.0027505624 14.24 445257088374492228485120.00
GM3SI1 1.00 41 2 367837.69 17.80 -28.03 -13.58 0.24 0.20 35.88 30202.02 32982632.59 0.0000042171 12.67 984787259996866133098496.00
GM3SI1 1.00 42 29 4738376.50 -12.74 -20.89 -11.16 2.20 1.34 26.89 17848.25 124805723.80 0.0125070086 42.52 161334062395004565848064.00
GM3SI1 1.00 43 2 382677.87 -5.45 -21.72 -13.23 0.18 0.16 26.01 12001.16 52695105.65 0.0013423452 8.82 145331634974439369605120.00
GM3SI1 1.00 44 2 424172.06 22.06 -19.28 -46.70 0.47 0.47 55.13 56580.63 35747163.76 0.0000004388 14.90 2686460902078613238579200.00
GM3SI1 1.00 45 9 1911848.61 19.37 -18.39 -43.89 1.25 0.78 51.38 22995.78 22847560.57 0.0000065935 13.60 815134421115833386270720.00
GM3SI1 1.00 46 3 636254.23 4.06 -18.87 -56.89 0.72 0.53 60.08 30792.66 20788288.84 0.0000014990 16.91 1399099591031617161789440.00
GM3SI1 1.00 47 2 424168.89 5.08 -19.64 -58.65 0.45 0.45 62.06 30032.18 16207571.94 0.0000007737 9.02 1582642392141756041789440.00
GM3SI1 1.00 48 2 231004.17 -8.61 -19.12 -14.81 0.22 0.21 25.67 13337.75 49387849.17 0.0006531002 13.37 182726849204200367194112.00
GM3SI1 1.00 49 2 419006.79 -6.61 -18.16 -14.45 0.07 0.07 24.13 11300.99 66869998.95 0.0047016422 7.51 104132824112171149426688.00
GM3SI1 1.00 50 2 424168.26 8.27 -21.87 -64.22 0.46 0.46 68.35 52996.45 21091683.08 0.0000001037 12.29 3446927471705247956598784.00
GM3SI1 1.00 51 3 636663.19 6.47 -22.84 -63.97 0.34 0.30 68.23 40999.84 22745246.04 0.0000004263 6.62 2122119470137335099686912.00
GM3SI1 1.00 52 2 424168.26 6.23 -29.42 -69.44 0.31 0.31 75.67 42196.77 13271897.13 0.0000001329 6.50 3200122426858702878277632.00
GM3SI1 1.00 53 3 636252.38 6.00 -28.18 -68.19 0.75 0.65 74.02 48414.75 15559709.45 0.0000000985 8.25 3620746103168818995003392.00
GM3SI1 1.00 54 2 335656.23 -4.10 -20.23 -17.29 0.21 0.16 26.93 13348.16 42427622.10 0.0003674966 10.65 206431364380077286490112.00
GM3SI1 1.00 55 2 523328.10 -3.78 -18.33 -18.26 0.48 0.44 26.15 52867.87 181157852.32 0.0001609777 8.02 798247495671322379288576.00
GM3SI1 1.00 56 3 568630.19 16.32 -27.52 -14.69 0.43 0.35 35.21 58242.98 71287567.95 0.0000003232 13.00 1764276830135824148332544.00
GM3SI1 1.00 57 4 848364.38 15.42 -35.75 -17.16 1.25 0.79 42.55 55987.54 46409512.16 0.0000006576 15.33 2214827061407828366327808.00
GM3SI1 1.00 58 3 597795.04 -5.77 -14.70 -12.99 0.23 0.20 20.44 10713.70 89833319.64 0.0116000641 22.69 72725618931609915883520.00
GM3SI1 1.00 59 4 753189.36 -1.82 -15.00 -9.03 0.07 0.04 17.61 11073.54 108738502.64 0.0168420408 6.01 65571209247717108744192.00
GM3SI1 1.00 60 2 425056.35 20.06 -14.41 -9.25 0.16 0.16 26.37 22173.35 28967125.49 0.0000125363 6.21 638587953099291389591552.00
GM3SI1 1.00 61 2 427197.35 -3.64 -14.63 0.79 0.13 0.13 15.09 12294.69 79843962.58 0.0053054469 5.58 107408960367332637540352.00
GM3SI1 1.00 62 3 643004.08 -3.75 -16.06 -3.44 0.04 0.03 16.85 10898.68 91086751.95 0.0106479682 2.89 76127601786885603590144.00
GM3SI1 1.00 63 2 376543.28 16.40 -14.84 -2.95 0.45 0.40 22.31 16167.39 35921066.84 0.0001106587 10.43 323268984837157920178176.00
GM3SI1 1.00 64 5 1081628.15 0.68 -14.05 -5.95 0.38 0.25 15.27 13156.77 79349557.30 0.0042235096 20.19 122881544419281280696320.00
GM3SI1 1.00 65 2 270953.65 9.83 -15.70 -4.45 0.41 0.36 19.05 14541.27 47640140.32 0.0004296037 26.90 220885809331699896549376.00
GM3SI1 1.00 66 3 526004.02 -3.76 -15.50 -7.81 0.07 0.06 17.76 11400.64 92733805.65 0.0100843037 2.37 80830004779772178071552.00
GM3SI1 1.00 67 3 471828.49 -0.27 -13.21 -15.27 0.23 0.19 20.19 11701.11 77392874.44 0.0061564377 12.52 98421765612577329512448.00
GM3SI1 1.00 68 6 896336.33 -4.25 -13.25 -12.77 0.74 0.44 18.89 41770.69 386296820.58 0.0071559611 18.52 317085140440383852904448.00
GM3SI1 1.00 69 2 427414.70 2.03 -13.03 -13.62 0.20 0.19 18.96 11979.67 80602443.79 0.0061081255 5.04 100333042918045431889920.00
GM3SI1 1.00 70 2 424344.71 21.30 -13.34 -14.46 0.27 0.27 29.00 73512.16 53469706.84 0.0000000740 5.00 3176242330305352488189952.00
GM3SI1 1.00 71 3 368871.53 -5.72 -12.97 -13.50 0.55 0.36 19.58 78284.22 499676202.32 0.0027607649 11.88 773779979643362721398784.00
GM3SI1 1.00 72 4 613560.22 -2.32 -12.83 -15.53 0.72 0.43 20.28 81236.59 498602829.18 0.0017557083 27.80 829952314772005012373504.00
GM3SI1 1.00 73 4 848339.30 28.04 -13.38 -39.55 0.67 0.56 50.29 28157.52 20928821.93 0.0000018539 9.90 1196555821651387727478784.00
GM3SI1 1.00 74 2 425100.85 10.81 -13.64 -11.38 0.19 0.19 20.79 15332.74 39661340.46 0.0001739184 8.02 274768684100590522859520.00
GM3SI1 1.00 75 2 320473.38 -4.67 -14.74 -9.14 0.25 0.19 17.96 11695.39 81390172.01 0.0067848239 5.13 94830645325979476557824.00
GM3SI1 1.00 76 2 393838.01 -1.49 -14.47 -12.62 0.16 0.13 19.26 10975.90 73290620.03 0.0064547708 9.76 91209763481821659529216.00
GM3SI1 1.00 77 2 394617.96 -3.69 -14.81 -11.08 0.17 0.16 18.86 11470.59 78870177.24 0.0065493509 8.93 94297561520351146409984.00
GM3SI1 1.00 78 4 872621.02 16.25 -17.42 -11.45 0.92 0.62 26.43 19095.48 32462616.31 0.0000425376 18.24 461265123291819874975744.00
GM3SI1 1.00 79 6 1195542.76 -0.89 -17.33 -11.44 0.81 0.47 20.79 33366.86 214765200.78 0.0038081817 18.46 322732118271336460058624.00
GM3SI1 1.00 80 3 362290.16 2.23 -15.44 -13.03 0.70 0.45 20.33 12682.71 60927923.60 0.0027210689 29.37 139478200555709902356480.00
GM3SI1 1.00 81 5 992264.63 -4.16 -16.05 -13.13 0.74 0.61 21.15 19897.66 131846954.64 0.0039794993 28.14 182805933991750182895616.00
GM3SI1 1.00 82 2 446354.89 6.22 -17.40 -13.88 0.34 0.32 23.11 14633.91 42383607.16 0.0002563670 12.73 241446074544371934429184.00
GM3SI1 1.00 83 4 611039.75 -4.66 -16.27 -10.02 0.73 0.50 19.67 39361.98 218138372.18 0.0035749301 15.55 423578845674656191479808.00
GM3SI1 1.00 84 7 1263135.30 -6.25 -17.84 -11.60 0.57 0.45 22.18 20584.63 220190277.45 0.0105946774 13.86 134481481980464720773120.00
GM3SI1 1.00 85 5 674252.86 -5.38 -18.04 -13.86 0.74 0.30 23.37 10941.48 72250873.35 0.0066606558 10.06 92026962576697848758272.00
GM3SI1 1.00 86 2 424168.26 -1.72 -15.70 -49.76 0.31 0.31 52.21 36080.51 21943829.05 0.0000006597 13.54 1754399423287814128664576.00
GM3SI1 1.00 87 5 1061070.04 0.66 -13.38 -46.63 0.96 0.69 48.52 23706.52 23769198.17 0.0000053852 9.48 822134656074693361008640.00
GM3SI1 1.00 88 10 2121966.87 0.80 -14.91 -48.38 1.56 0.88 50.64 18040.62 25277309.24 0.0000242497 14.93 502252840011419051098112.00
GM3SI1 1.00 89 37 7973826.78 16.45 -25.62 -3.36 3.17 1.36 30.64 12137.79 56558999.81 0.0037013903 17.94 163719972250580984791040.00
GM3SI1 1.00 90 26 5505913.90 7.20 -26.63 -6.85 1.27 0.47 28.43 9993.61 128164351.92 0.0335326627 16.25 52626345167839184289792.00
GM3SI1 1.00 91 4 823095.33 6.50 -36.15 -6.92 0.92 0.63 37.38 41337.40 44022540.16 0.0000046688 18.64 1386592968507033974210560.00
GM3SI1 1.00 92 3 636547.56 26.03 -41.47 -4.26 0.53 0.41 49.14 61195.30 37698640.90 0.0000001276 8.49 2956378052603942707134464.00
GM3SI1 1.00 93 2 434029.77 25.85 -34.12 -9.18 0.17 0.17 43.78 30220.62 20438491.02 0.0000012613 10.75 1365603822346767991570432.00
GM3SI1 1.00 94 2 443237.18 28.05 -33.45 -12.28 0.36 0.35 45.34 17315.58 27324727.15 0.0000458257 13.37 448192916156089559416832.00
GM3SI1 1.00 95 2 424752.29 29.34 -28.93 -13.89 0.44 0.44 43.48 28278.67 27703650.97 0.0000050976 18.58 1001315619723422755454976.00
GM3SI1 1.00 96 2 329267.86 15.92 -16.06 -2.63 0.10 0.07 22.77 16918.07 34366614.46 0.0000793298 3.87 358558830515482456489984.00
GM3SI1 1.00 97 11 2358684.46 4.49 -26.43 -3.41 0.98 0.30 27.03 13189.61 53819837.88 0.0009939587 14.69 172639815719719882719232.00
GM3SI1 1.00 98 14 2942593.81 10.25 -26.52 -3.59 0.98 0.59 28.66 11853.92 64665020.51 0.0039235939 13.26 124670862808531827949568.00
GM3SI1 1.00 99 9 1853570.60 -3.40 -17.61 -7.57 0.69 0.44 19.47 11463.78 97127069.88 0.0116225088 25.00 80767376180588272680960.00
GM3SI1 1.00 100 2 353242.29 0.01 -18.07 -7.49 0.44 0.36 19.57 14129.40 57506693.44 0.0008907563 20.02 182326712875724987957248.00
GM3SI1 1.00 101 6 1273987.84 9.69 -30.61 -3.47 1.01 0.47 32.30 18572.92 33573842.45 0.0000563711 12.57 432760923974369122713600.00
GM3SI1 1.00 102 2 440323.92 49.28 43.47 5.68 0.49 0.49 65.95 15858.43 22222078.72 0.0000235878 6.69 429801342463380008468480.00
GM3SI1 1.00 103 5 825673.56 50.24 44.02 6.63 1.48 0.99 67.12 18239.60 19783438.61 0.0000129657 9.09 617485965028210144968704.00
GM3SI1 1.00 104 5 1007557.22 48.94 42.01 5.33 0.96 0.68 64.71 16533.31 21726414.65 0.0000224394 9.04 478413708080932013998080.00
GM3SI1 1.00 105 38 6910141.40 48.52 45.97 3.02 3.02 1.72 66.91 15087.47 26835602.39 0.0000798832 11.37 361373541450194649874432.00
GM3SI1 1.00 106 4 778443.21 50.89 44.48 3.41 0.85 0.68 67.68 17875.05 21855972.85 0.0000153097 11.88 537313820258555710668800.00
GM3SI1 1.00 107 2 313833.92 50.02 46.34 4.88 0.28 0.28 68.36 17476.18 22894920.97 0.0000176289 4.16 497002815838010675822592.00
GM3SI1 1.00 108 9708 1847160367.39 61.37 48.82 24.70 45.75 20.14 82.22 11899.51 53915528.81 0.0054627633 55.05 175262767631105741815808.00
GM3SI1 1.00 109 3 607508.84 51.13 41.86 13.87 0.70 0.61 67.52 15616.71 22579139.86 0.0000293552 7.99 417905542309129945612288.00
GM3SI1 1.00 110 6 896697.64 50.85 43.85 13.42 1.24 0.78 68.48 15677.96 23361170.60 0.0000299298 11.56 408801068828040106082304.00
GM3SI1 1.00 111 2 369090.68 52.09 47.23 13.06 0.14 0.12 71.52 14502.17 27301718.19 0.0000745998 5.09 322050080390357954068480.00
GM3SI1 1.00 112 2 369355.81 52.39 43.46 15.42 0.43 0.36 69.79 16639.31 22804366.02 0.0000207652 5.34 459055359890630159368192.00
GM3SI1 1.00 113 8 1373248.27 49.38 42.85 15.17 1.28 0.86 67.11 14873.57 27922895.89 0.0000778087 16.15 333093106074754045968384.00
GM3SI1 1.00 114 3 607590.85 50.05 45.93 13.59 0.65 0.55 69.28 14791.41 25488502.43 0.0000530961 6.42 349305840544319902056448.00
GM3SI1 1.00 115 3 529220.17 50.18 45.64 15.67 0.43 0.29 69.62 14481.73 26224193.03 0.0000674386 10.69 332612575944953800163328.00
GM3SI1 1.00 116 2 273819.60 52.07 44.27 14.32 0.54 0.35 69.83 17702.48 20247989.41 0.0000112162 7.14 555639032353384401207296.00
GM3SI1 1.00 117 4 854963.19 51.00 45.67 12.03 1.14 0.76 69.51 15313.98 24040589.34 0.0000449351 4.78 391291783109679368896512.00
GM3SI1 1.00 118 2 399147.42 52.29 44.90 12.11 0.51 0.43 69.97 18137.01 19416785.15 0.0000090804 10.76 593991757095135678038016.00
GM3SI1 1.00 119 2 397550.57 52.35 41.66 11.11 0.49 0.41 67.82 18150.92 17634779.54 0.0000081154 3.57 646972465246725000396800.00
GM3SI1 1.00 120 4 629106.58 50.95 51.86 12.05 1.05 0.71 73.69 15175.44 26178507.76 0.0000613405 4.54 364206553238428016705536.00
GM3SI1 1.00 121 4 872727.24 50.74 47.75 3.56 0.96 0.71 69.77 17219.25 22078408.46 0.0000176947 8.11 499827385563902556241920.00
GM3SI1 1.00 122 3 598204.16 52.76 49.44 2.17 0.93 0.56 72.34 19122.89 18894739.94 0.0000080536 9.55 672935737116431703080960.00
GM3SI1 1.00 123 2 326693.30 52.83 47.62 2.52 0.62 0.46 71.17 16889.66 21011267.16 0.0000153528 6.29 497842702274650880081920.00
GM3SI1 1.00 124 2 372896.18 52.24 51.57 2.07 0.47 0.43 73.44 32598.60 14169278.28 0.0000004505 6.59 1960766443138329727729664.00
GM3SI1 1.00 125 9 1625727.06 52.20 48.00 1.05 2.27 1.19 70.92 18449.21 19969526.57 0.0000143599 10.48 629722410112420549754880.00
GM3SI1 1.00 126 6 1173468.22 50.33 50.57 10.78 1.53 1.01 72.16 15276.36 25316259.69 0.0000559680 6.82 378902100061841151492096.00
GM3SI1 1.00 127 5 743610.88 50.12 50.71 8.96 0.83 0.63 71.86 19195.83 20444785.79 0.0000084599 11.89 631942573900441258557440.00
GM3SI1 1.00 128 3 663950.90 63.99 -4.41 27.07 0.52 0.39 69.62 21957.73 18309171.54 0.0000035277 3.49 863053698172247879974912.00
GM3SI1 1.00 129 2 424292.56 62.68 -5.78 26.89 0.38 0.38 68.45 23008.66 18860759.46 0.0000032288 7.32 915954440666787939876864.00
GM3SI1 1.00 130 2 424292.23 64.24 -6.02 25.28 0.09 0.09 69.30 24752.20 14419010.06 0.0000011707 1.78 1235321181920389436014592.00
GM3SI1 1.00 131 2 424350.21 62.96 -2.96 32.65 0.25 0.25 70.99 16553.75 23441093.43 0.0000251705 4.70 454707156561871885041664.00
GM3SI1 1.00 132 6 1214402.76 63.56 -2.46 34.28 1.00 0.75 72.26 17961.80 20746478.96 0.0000146452 5.49 582974136682040677892096.00
GM3SI1 1.00 133 9 1817408.63 63.02 -2.49 31.29 1.85 1.11 70.41 15223.62 26070936.81 0.0000621536 7.07 374284990880096507133952.00
GM3SI1 1.00 134 3 637468.85 62.84 -23.93 33.20 0.79 0.60 74.99 27541.86 8686072.04 0.0000002749 7.85 2079734510271434793680896.00
GM3SI1 1.00 135 2 424493.49 61.84 -0.05 29.19 0.47 0.47 68.38 14713.60 28697989.47 0.0000801838 4.41 322414956185429404024832.00
GM3SI1 1.00 136 2 435948.93 64.37 -0.45 29.32 0.34 0.33 70.73 17408.24 23240748.25 0.0000180304 3.37 495735942333155212525568.00
GM3SI1 1.00 137 2 424656.24 63.14 -1.35 29.38 0.48 0.48 69.66 16897.28 23665414.17 0.0000254856 6.62 470211932605872315826176.00
GM3SI1 1.00 138 5 1002568.80 63.45 -0.51 30.48 1.17 0.82 70.39 15297.62 26029594.59 0.0000471022 7.52 367555609544193338245120.00
GM3SI1 1.00 139 2 424358.89 65.11 -0.79 30.09 0.44 0.44 71.74 17529.67 22389028.05 0.0000155450 5.92 514336518539785950724096.00
GM3SI1 1.00 140 3 639089.79 60.93 -0.74 27.85 0.62 0.48 67.00 17362.95 22116143.55 0.0000183893 7.34 516937892778650204372992.00
GM3SI1 1.00 141 4 848854.70 59.57 -3.66 29.59 1.31 0.84 66.62 17210.02 21928914.59 0.0000186227 10.19 515984466006289751736320.00
GM3SI1 1.00 142 61 12993581.02 59.96 1.37 29.73 4.18 2.33 66.94 14221.63 29841011.96 0.0001188127 12.32 303698957142097179705344.00
GM3SI1 1.00 143 7 1487275.42 61.11 -3.40 30.14 1.68 0.95 68.23 15503.43 25559565.34 0.0000470366 10.42 384638151200981311815680.00
GM3SI1 1.00 144 3 645087.14 61.87 -1.40 33.71 0.41 0.32 70.47 18147.19 19733159.22 0.0000090775 7.54 593596215145951978848256.00
GM3SI1 1.00 145 5 1037359.89 59.74 4.15 33.84 0.65 0.49 68.78 17933.41 20381074.04 0.0000117765 11.34 575273720877769692282880.00
GM3SI1 1.00 146 6 1278993.13 61.28 24.37 34.17 1.32 0.84 74.27 16059.31 22435662.96 0.0000236839 13.98 444263257361424710631424.00
GM3SI1 1.00 147 4 842610.26 57.18 51.56 2.36 1.43 0.86 77.03 21619.57 16168446.39 0.0000029545 10.90 906544497201783802691584.00
GM3SI1 1.00 148 2 431676.45 58.01 52.09 1.01 0.58 0.45 77.97 20406.01 14637024.64 0.0000025749 5.34 875381122396688895442944.00
GM3SI1 1.00 149 2 385280.98 56.88 48.46 1.67 0.51 0.43 74.74 22353.28 13712989.55 0.0000015952 9.24 1066205521862102859382784.00
GM3SI1 1.00 150 2 348514.36 51.08 42.12 4.21 0.56 0.45 66.34 23089.23 16509222.40 0.0000023971 18.76 994994435199128762843136.00
GM3SI1 1.00 151 2 318012.76 51.97 46.44 3.00 0.42 0.30 69.76 17864.60 21127096.16 0.0000125215 6.25 546495817727153782390784.00
GM3SI1 1.00 152 5 797031.85 55.66 43.55 2.88 0.98 0.66 70.73 18760.55 17634119.12 0.0000059966 7.77 669858673166217195290624.00
GM3SI1 1.00 153 2 447635.20 57.58 44.00 2.73 0.36 0.35 72.52 20096.14 15399799.51 0.0000031259 8.01 823745045712153404768256.00
GM3SI1 1.00 154 2 438278.27 53.75 42.73 5.69 0.43 0.42 68.89 23067.77 13466834.90 0.0000013210 5.18 1135631899531529651486720.00
GM3SI1 1.00 155 3 663460.16 52.68 45.13 4.16 0.76 0.52 69.49 16292.93 21221295.53 0.0000183650 8.09 465169336777943363354624.00
GM3SI1 1.00 156 2 461003.51 59.05 50.34 23.66 0.25 0.23 81.12 18554.62 18633586.33 0.0000069950 1.30 636871126329883478720512.00
GM3SI1 1.00 157 17 3029757.82 57.68 47.04 25.39 2.70 1.15 78.64 15875.39 27361241.11 0.0000699752 12.48 390871438653944932335616.00
GM3SI1 1.00 158 2 432755.39 56.21 40.70 24.26 0.05 0.05 73.51 17865.02 21728337.01 0.0000130176 0.29 538071181419761358602240.00
GM3SI1 1.00 159 9 1871266.93 55.78 41.75 24.81 1.71 0.99 73.96 16230.73 24303816.16 0.0000355420 10.18 429568415878920064204800.00
GM3SI1 1.00 160 2 390333.66 56.69 41.94 25.38 0.37 0.32 74.94 16811.04 24962707.38 0.0000264413 19.59 441540890537771669651456.00
GM3SI1 1.00 161 32 6105867.47 55.72 45.51 23.18 2.88 1.68 75.58 14337.09 30290300.94 0.0001209070 13.56 303998516419206334906368.00
GM3SI1 1.00 162 7 1383344.08 54.75 46.55 19.58 1.35 0.82 74.48 15838.01 25623808.76 0.0000647783 12.53 418812589342481713201152.00
GM3SI1 1.00 163 2 426402.55 57.22 -18.18 20.63 0.48 0.48 63.49 24481.71 12765749.60 0.0000009520 5.41 1318461941657181930651648.00
GM3SI1 1.00 164 2 429457.48 54.15 -2.00 21.16 0.17 0.17 58.17 24039.86 15181907.52 0.0000014814 5.76 1134717610980896898285568.00
GM3SI1 1.00 165 7 1493155.13 54.34 -19.24 21.03 1.22 0.76 61.37 22176.60 15587590.90 0.0000023200 7.82 984848748784214349971456.00
GM3SI1 1.00 166 2 367552.18 56.05 -17.99 20.94 0.34 0.29 62.48 22951.07 15029662.17 0.0000017373 3.79 1058563457273680273342464.00
GM3SI1 1.00 167 5 1070334.46 57.31 1.49 20.76 0.67 0.34 60.98 21314.62 16419549.67 0.0000028443 7.39 880031602975993235505152.00
GM3SI1 1.00 168 2 475974.90 56.34 35.51 18.92 0.28 0.26 69.24 18953.76 23006477.80 0.0000129576 7.77 567724296823277036240896.00
GM3SI1 1.00 169 4 800632.15 56.53 29.09 18.80 0.69 0.43 66.29 26442.33 13221110.88 0.0000008059 3.92 1447722856868403562414080.00
GM3SI1 1.00 170 3 414898.68 56.92 29.75 21.17 0.64 0.57 67.62 43075.67 18777755.13 0.0000002945 8.84 2595720728276158115741696.00
GM3SI1 1.00 171 7 1488604.16 58.51 3.50 26.72 1.55 0.87 64.41 15876.79 25480306.69 0.0000395231 10.99 399044919070272625049600.00
GM3SI1 1.00 172 4 851064.81 59.54 24.50 29.39 0.76 0.56 70.77 22163.02 15512460.86 0.0000021783 7.79 979013955966186070999040.00
