model linking_length pyfof_grp N clump_mass[Msol] com_x[kpc] com_y[kpc] com_z[kpc] max_r[kpc] clump_r_avg[kpc] r[kpc] avg_temp[K] avg_pressure[Pa] avg_nHden[cm^-3] vdist[km/s] entropy[K/(Msolkpc**3)**(2/3)]
P0 1.00 80 2 424389.27 14.27 -0.55 -4.72 0.43 0.43 15.04 17235.09 22094414.82 0.0000243885 8.67 510107390070531416915968.00
P0 1.00 81 2 433072.40 -1.86 6.09 14.26 0.50 0.49 15.62 22510.44 15738038.87 0.0000026904 10.11 986264617431430575685632.00
P0 1.00 82 4 854701.18 -4.63 6.13 13.51 0.64 0.50 15.54 17346.74 19206272.04 0.0000116146 8.50 554354963097423326478336.00
P0 1.00 83 2 275238.37 -2.93 6.66 13.63 0.43 0.28 15.45 15784.06 19021405.32 0.0000163360 7.64 478103057849354677125120.00
P0 1.00 84 6 1221921.26 4.49 0.04 15.64 0.99 0.66 16.27 17294.62 25426945.71 0.0000352648 10.40 459766125974870753804288.00
P0 1.00 85 5 1062857.81 2.82 -0.61 15.69 0.90 0.71 15.95 16420.32 22275982.66 0.0000264087 22.44 467178780945834640932864.00
P0 1.00 86 4 665597.80 -6.53 0.21 14.50 0.73 0.61 15.90 42296.25 46353724.59 0.0000016303 48.05 1360506136939573368848384.00
P0 1.00 87 3 636252.38 0.15 -0.49 15.85 0.58 0.47 15.86 16421.66 14995804.63 0.0000067643 6.41 600481643828398922924032.00
P0 1.00 88 2 426626.77 -13.67 5.02 5.68 0.26 0.26 15.63 21718.62 12391609.72 0.0000015174 11.13 1089256613621614879178752.00
P0 1.00 89 2 424293.37 -6.56 3.32 14.75 0.35 0.35 16.49 23793.36 20187899.27 0.0000036813 9.03 906610825506739799982080.00
P0 1.00 90 8 1696806.65 -4.59 2.25 15.12 1.07 0.46 15.96 14832.65 28137791.58 0.0000840166 12.39 332705019410152521990144.00
P0 1.00 91 2 425683.77 -4.80 -4.75 14.43 0.43 0.43 15.93 17210.17 9015733.71 0.0000016398 2.63 942956059298034962399232.00
P0 1.00 92 6 1275490.44 -15.57 2.02 4.70 1.49 0.88 16.39 20594.28 20169860.46 0.0000078141 15.90 727609164843711220154368.00
P0 1.00 93 6 1214880.38 -15.92 2.53 -2.25 1.13 0.67 16.28 13071.09 35290717.81 0.0002882230 14.74 233663507288916968341504.00
P0 1.00 94 3 636253.42 -14.84 -1.93 3.46 0.67 0.45 15.36 30669.13 30348532.66 0.0000057561 5.76 1061147139090884270751744.00
P0 1.00 95 2 424184.96 -15.47 -1.90 6.05 0.48 0.48 16.72 16880.01 17910556.69 0.0000098441 3.65 554495811440786697879552.00
P0 1.00 96 2 426760.88 -7.95 -0.55 13.19 0.36 0.36 15.41 23580.12 20249079.85 0.0000048567 15.49 902903393311131890089984.00
P0 1.00 97 2 424168.26 -6.94 -1.73 14.31 0.21 0.21 16.00 17310.68 20900366.01 0.0000144768 0.78 521912221048688835821568.00
P0 1.00 98 2 427502.71 -4.85 -12.48 7.08 0.40 0.40 15.15 24061.84 14000669.58 0.0000017006 22.64 1191606240103748639653888.00
P0 1.00 99 5 1007096.00 -7.93 -10.58 7.77 1.27 0.84 15.34 18275.17 12888149.55 0.0000044110 8.73 834221820100100078174208.00
P0 1.00 100 4 798950.68 3.62 15.67 0.73 0.80 0.66 16.10 19077.71 7392833.12 0.0000006771 4.98 1226478425232894525964288.00
P0 1.00 101 2 424168.26 -16.47 -0.82 0.83 0.49 0.49 16.51 18402.03 20577622.57 0.0000113715 24.23 586398995103879232749568.00
P0 1.00 102 2 424179.93 -16.22 -0.50 -2.00 0.46 0.46 16.35 14106.79 25103309.76 0.0000696284 6.22 328824371864059196211200.00
P0 1.00 103 4 848336.55 -15.52 -3.43 -3.00 0.97 0.73 16.18 18577.26 14693245.45 0.0000040178 20.84 746066135199624799977472.00
P0 1.00 104 2 365815.07 -15.09 -4.46 3.48 0.58 0.49 16.12 43671.22 24383640.23 0.0000003278 6.07 2231640184796640515719168.00
P0 1.00 105 3 636259.19 -14.46 -2.63 6.28 0.70 0.53 15.98 20864.86 22108245.42 0.0000085775 6.43 688809163506731324538880.00
P0 1.00 106 6 1277120.77 3.92 12.94 9.03 1.52 0.91 16.26 16193.47 19858574.68 0.0000164696 18.06 483237802640855940464640.00
P0 1.00 107 2 366167.41 2.97 13.80 5.97 0.25 0.22 15.33 20670.33 15135958.70 0.0000029505 15.92 870152371672219645902848.00
P0 1.00 108 2 364473.72 -1.29 11.35 11.73 0.35 0.30 16.38 17104.38 12438676.57 0.0000034122 1.33 724363596255885470466048.00
P0 1.00 109 2 428128.79 0.00 11.09 11.12 0.31 0.31 15.70 15299.85 19193246.87 0.0000180228 4.46 448286693372719290908672.00
P0 1.00 110 2 426676.72 -2.36 10.34 12.74 0.41 0.41 16.57 21935.08 11950907.62 0.0000012879 9.17 1128679551156538497302528.00
P0 1.00 111 2 424168.26 -15.88 3.82 0.68 0.29 0.29 16.35 20774.56 14451372.45 0.0000025810 5.72 910259752812092181184512.00
