model linking_length pyfof_grp N clump_mass[Msol] com_x[kpc] com_y[kpc] com_z[kpc] max_r[kpc] clump_r_avg[kpc] r[kpc] avg_temp[K] avg_pressure[Pa] avg_nHden[cm^-3] vdist[km/s] entropy[K/(Msolkpc**3)**(2/3)]
GM3SI1 1.00 68 3 758246.83 15.16 -0.49 -1.86 0.78 0.50 15.28 36627.89 201583024.13 0.0082611068 14.48 383225323990531887333376.00
GM3SI1 1.00 69 2 445499.92 -18.80 0.16 49.68 0.35 0.34 53.12 17898.23 7716650.94 0.0000092191 12.03 1063394021396282697842688.00
GM3SI1 1.00 70 9 1962928.06 26.34 -14.68 5.21 0.19 0.09 30.60 11581.64 23214286.97 0.0010671433 1.92 228002934389863417380864.00
GM3SI1 1.00 71 4 853539.36 35.53 -6.88 13.87 0.24 0.17 38.76 13350.40 16736990.49 0.0002095967 4.76 378749376275313722392576.00
GM3SI1 1.00 72 2 449178.95 13.10 -8.04 17.56 0.03 0.03 23.34 13341.51 19058012.45 0.0003333482 1.32 341664741354793406038016.00
GM3SI1 1.00 73 3 885199.44 -13.62 -2.72 8.89 0.41 0.26 16.50 11152.33 36732795.35 0.0043500283 5.82 143247969080041896148992.00
GM3SI1 1.00 74 5 1443127.94 -11.72 -3.46 9.65 0.43 0.26 15.58 10831.78 45785961.67 0.0096128305 13.93 106866746074531994009600.00
GM3SI1 1.00 75 2 459216.04 -19.04 -5.66 9.20 0.08 0.07 21.89 12146.71 21098505.43 0.0007094264 3.36 267893291052381381853184.00
GM3SI1 1.00 76 2 573433.75 -10.11 -10.67 18.55 0.09 0.07 23.67 12344.55 21262549.81 0.0006937976 1.57 273270826093794291613696.00
GM3SI1 1.00 77 2 427416.55 -13.52 -5.83 13.77 0.02 0.02 20.16 12488.55 24568727.09 0.0009602273 0.85 250490834359362089123840.00
GM3SI1 1.00 78 4 1059753.83 -18.10 -3.16 13.39 0.21 0.15 22.74 11040.49 29501031.11 0.0023898389 8.50 171304156903688556773376.00
GM3SI1 1.00 79 5 1027503.83 -106.66 -54.94 -16.92 0.75 0.57 121.17 30956.56 3475451.67 0.0000002430 4.21 4631040774621436265365504.00
GM3SI1 1.00 80 2 426546.96 -158.98 -64.95 -21.96 0.35 0.35 173.14 29081.66 2878187.47 0.0000002158 5.33 4733789813734776466571264.00
GM3SI1 1.00 81 2 507462.75 17.99 10.50 11.21 0.07 0.06 23.65 11544.77 25813506.87 0.0014150896 2.49 208633259707202686418944.00
GM3SI1 1.00 82 2 439758.57 26.28 19.63 42.24 0.17 0.17 53.48 17648.50 8270562.95 0.0000112018 5.59 992096283302083690496000.00
GM3SI1 1.00 83 3 844411.50 21.83 8.57 16.46 0.16 0.14 28.65 11709.26 20556320.77 0.0007565934 6.27 255092136483983175188480.00
GM3SI1 1.00 84 9 1847390.67 -27.17 -6.34 11.59 0.36 0.22 30.21 11867.12 32338266.05 0.0022737498 4.57 185034372222052672208896.00
