model linking_length pyfof_grp N clump_mass[Msol] com_x[kpc] com_y[kpc] com_z[kpc] max_r[kpc] clump_r_avg[kpc] r[kpc] avg_temp[K] avg_pressure[Pa] avg_nHden[cm^-3] vdist[km/s] entropy[K/(Msolkpc**3)**(2/3)]
GM2SI1 1.00 0 20 4257868.16 -26.53 -3.85 -18.07 1.74 0.88 32.32 11200.81 33351539.23 0.0056377533 20.28 166033101726292929150976.00
GM2SI1 1.00 1 2 424307.80 -35.13 -1.82 -21.48 0.49 0.49 41.21 18279.18 9155976.19 0.0000194736 15.51 972308212730261474902016.00
GM2SI1 1.00 2 6 1272989.71 -30.34 -4.57 -20.10 1.18 0.78 36.68 16307.80 12919173.92 0.0000683418 13.89 644151033910238927388672.00
GM2SI1 1.00 3 11426 2093859783.70 -7.65 12.21 3.38 22.02 9.64 14.80 21072.54 1066052721.58 0.1514860843 110.45 71657541826692251648000.00
GM2SI1 1.00 4 19 3673693.88 -19.77 4.21 2.61 0.98 0.47 20.38 21403.28 199657643.70 0.0340919815 22.31 143203423429275074691072.00
GM2SI1 1.00 5 2 516851.19 -21.97 0.37 -5.98 0.28 0.24 22.77 11812.31 27412575.47 0.0021451712 14.37 201009626731589234851840.00
GM2SI1 1.00 6 5 908892.38 -20.28 3.48 -5.91 0.54 0.39 21.41 10900.28 37457735.78 0.0069342217 21.06 127663457197543837925376.00
GM2SI1 1.00 7 3 1564700.23 -20.38 4.28 -7.92 0.33 0.23 22.28 10349.30 51954830.69 0.0146845456 17.42 85283939475428875436032.00
GM2SI1 1.00 8 2 427546.95 -25.70 2.87 -7.01 0.22 0.22 26.79 11959.07 22547789.44 0.0012525368 5.84 242007064546083304636416.00
GM2SI1 1.00 9 3 563332.30 -21.40 4.67 -8.94 0.51 0.41 23.66 11482.73 31540770.97 0.0034353090 15.99 167659120585230769979392.00
