model linking_length pyfof_grp N clump_mass[Msol] com_x[kpc] com_y[kpc] com_z[kpc] max_r[kpc] clump_r_avg[kpc] r[kpc] avg_temp[K] avg_pressure[Pa] avg_nHden[cm^-3] vdist[km/s] entropy[K/(Msolkpc**3)**(2/3)]
P0 1.00 33 18 3848560.81 -3.63 -40.69 1.52 0.65 0.38 40.88 9917.60 32484679.38 0.0057889426 7.49 123137726792359233978368.00
P0 1.00 34 20 4260135.50 -11.11 -43.86 -5.28 1.37 0.43 45.55 10104.47 31011165.97 0.0050555606 7.76 137090670163361156562944.00
P0 1.00 35 10 1987650.42 17.23 -58.93 -1.59 1.34 0.48 61.41 11615.86 16080727.44 0.0005125558 9.13 304445835434476504612864.00
P0 1.00 36 23 4917749.93 14.07 -43.27 -0.81 1.27 0.42 45.50 9598.80 50374175.53 0.0154388365 6.83 84186807346352271392768.00
P0 1.00 37 3 616609.79 14.54 -46.98 -0.23 0.50 0.44 49.18 28635.92 21020372.32 0.0000339914 23.32 1198003608275734646226944.00
P0 1.00 38 2 313798.86 25.17 -38.23 -0.82 0.15 0.15 45.78 17390.98 9060796.49 0.0000212520 2.80 913137003715619608068096.00
P0 1.00 39 3 649305.77 49.87 -0.90 -3.92 0.04 0.03 50.03 17683.41 7238998.65 0.0000123526 1.11 1091409056008180200374272.00
P0 1.00 40 4 850355.19 21.73 7.12 -7.48 0.17 0.13 24.06 12978.71 24362217.13 0.0011420515 4.64 266613223020105050357760.00
P0 1.00 41 5 1077274.73 15.41 -49.85 -1.01 0.51 0.25 52.19 12959.70 13259502.98 0.0001676640 6.03 424323175342927773696000.00
P0 1.00 42 2 435169.54 19.21 -45.15 -1.28 0.26 0.25 49.08 17101.34 8234826.70 0.0000182710 4.10 945799273488195956768768.00
P0 1.00 43 23 4701495.99 14.13 -55.89 -6.63 0.95 0.54 58.03 9810.57 32205390.32 0.0063096406 8.43 121674545709336758321152.00
P0 1.00 44 9 1783067.87 9.17 -37.19 -1.44 0.51 0.31 38.33 12427.91 16345913.59 0.0003874907 9.45 338271301053048357388288.00
P0 1.00 45 2 424245.75 -0.31 -42.81 0.52 0.15 0.15 42.81 16079.15 9888693.05 0.0000340115 8.45 752797706895937631158272.00
P0 1.00 46 6 1200017.96 4.68 -19.61 -1.52 0.32 0.19 20.22 11480.67 28208888.87 0.0024962011 6.58 186875897253267500957696.00
P0 1.00 47 5 1079848.06 -0.21 -32.99 -1.67 0.37 0.31 33.03 12784.42 15038307.41 0.0002567034 8.43 378358085850951871102976.00
P0 1.00 48 5 1008697.68 -11.55 -22.93 -5.17 0.41 0.31 26.19 12956.20 17052725.92 0.0003657203 8.05 352889893346082446901248.00
P0 1.00 49 2 376849.49 -2.63 -16.67 -13.51 0.04 0.04 21.61 12159.45 17056899.54 0.0004868950 1.72 312581919554782376230912.00
P0 1.00 50 2 427108.57 -9.86 -1.16 -13.88 0.01 0.01 17.06 10851.20 33940618.74 0.0049118353 0.66 140847248528415351898112.00
P0 1.00 51 26 5378729.99 19.39 -54.02 14.64 1.90 0.85 59.23 9708.48 29353680.74 0.0057618936 6.94 138138704676713738010624.00
P0 1.00 52 38 8057881.47 18.03 -62.04 8.92 2.70 1.25 65.22 9394.15 35177610.33 0.0094693777 7.69 123905595641429646901248.00
P0 1.00 53 3 346052.18 -11.44 7.80 8.18 0.99 0.59 16.08 12634.14 43885911.20 0.0084932935 30.00 134019449444453880692736.00
P0 1.00 54 2 300176.41 -14.31 8.65 8.42 0.18 0.12 18.72 11798.22 54591693.84 0.0136574246 10.35 99711297417258003857408.00
P0 1.00 55 25 5252805.51 -1.78 -53.45 3.95 2.70 1.00 53.62 9998.02 29603471.57 0.0059806853 8.55 159311997763100648407040.00
P0 1.00 56 5 1077557.05 6.79 -47.27 3.11 0.58 0.38 47.86 11033.37 21788136.69 0.0014823514 18.71 215916919825930385358848.00
P0 1.00 57 2 427278.57 5.28 -38.35 3.71 0.26 0.26 38.89 13965.38 12468092.21 0.0001059133 6.53 504065154458511602614272.00
P0 1.00 58 4 810611.59 6.83 -48.42 3.74 1.20 0.67 49.04 12563.29 16291490.00 0.0003720959 18.94 347155107586209090633728.00
P0 1.00 59 15 3184514.82 7.11 -22.98 6.29 1.18 0.44 24.86 10276.95 38475245.26 0.0087559513 8.89 114531273041919344640000.00
P0 1.00 60 54 11385142.36 16.65 -10.79 7.32 2.52 0.90 21.14 9755.43 148849112.35 0.0612782625 20.31 46940732471605679095808.00
P0 1.00 61 16 3196055.24 8.58 -43.15 7.50 0.97 0.58 44.62 10319.45 28561279.99 0.0037750177 12.25 151275053664764906438656.00
P0 1.00 62 6 1141390.48 13.98 -33.70 7.92 1.14 0.58 37.33 13174.33 14601761.94 0.0002344509 10.20 411284932550395286257664.00
P0 1.00 63 4 860760.09 12.95 -41.71 7.63 0.23 0.15 44.33 13553.50 12894794.71 0.0001304738 3.33 467322877521121104625664.00
P0 1.00 64 17 3649685.21 12.33 -7.35 8.74 0.83 0.33 16.81 10335.54 72349531.84 0.0227482438 15.41 68435617731958127198208.00
P0 1.00 65 7 1495301.77 13.20 -12.89 7.43 0.43 0.27 19.89 10767.50 34369343.88 0.0052334871 13.63 137510260002584405213184.00
P0 1.00 66 5 1070983.54 12.15 -20.61 5.67 0.56 0.47 24.59 12290.39 20885877.89 0.0009339982 9.52 271948749547737507168256.00
P0 1.00 67 4 853723.70 14.63 -20.73 7.04 0.82 0.59 26.34 12552.43 18521473.29 0.0005762265 19.30 311318260915729906794496.00
P0 1.00 68 2 425458.41 11.07 -35.04 6.47 0.12 0.12 37.31 15861.88 11249363.71 0.0000505773 6.05 672271477821043183190016.00
P0 1.00 69 16 3230114.32 10.24 -10.97 5.05 0.72 0.34 15.83 10598.74 59654086.99 0.0166289477 13.32 82326850020444485976064.00
P0 1.00 70 22 4631529.71 12.13 -10.54 7.02 1.05 0.32 17.54 10279.17 111418490.44 0.0406881058 11.43 50476920426244557766656.00
P0 1.00 71 14 2778018.12 14.46 -16.71 8.10 1.17 0.47 23.54 10130.73 34307099.54 0.0070991672 14.49 123484183867862166798336.00
P0 1.00 72 3 683803.65 11.22 9.02 5.70 0.07 0.05 15.49 11750.67 52332727.21 0.0115444878 3.38 108512644429313256456192.00
P0 1.00 73 42 8858878.99 10.06 -37.49 12.63 2.43 1.05 40.82 9036.61 83470983.20 0.0333472385 13.06 67086944373322392010752.00
P0 1.00 74 11 2334775.75 -4.55 -35.11 8.23 0.51 0.23 36.34 11338.55 18718371.29 0.0009000843 7.00 256527708160169365995520.00
P0 1.00 75 29 6126121.17 10.87 -31.93 10.01 2.15 0.71 35.19 9203.71 72624228.75 0.0277038901 11.23 73127584024125803331584.00
P0 1.00 76 38 7002656.59 -14.25 4.91 -4.87 2.58 1.29 15.84 88787.07 1319791508.16 0.0265575768 30.83 514825474034021206851584.00
P0 1.00 77 2 424778.14 -27.52 -38.07 -6.71 0.43 0.43 47.45 18838.61 7287854.67 0.0000101156 7.43 1210970958977969153900544.00
P0 1.00 78 11 2291674.00 -0.78 -52.18 -2.47 0.90 0.46 52.25 11811.59 16349996.51 0.0004765272 11.07 309689132528415302221824.00
P0 1.00 79 8 1718476.80 3.66 -54.42 -2.04 0.66 0.38 54.58 12742.27 12481100.60 0.0001496367 6.48 432456463286144761593856.00
P0 1.00 80 4 909338.83 -15.90 6.15 -5.43 0.48 0.34 17.89 10671.29 69158385.15 0.0211595144 15.76 71887517778567181107200.00
P0 1.00 81 2 404813.35 14.87 -73.90 13.76 0.47 0.44 76.62 12926.62 11075237.97 0.0001262625 3.44 495545276516393023438848.00
P0 1.00 82 25 5200229.74 14.87 -53.41 12.12 1.97 0.79 56.75 9772.82 33962390.36 0.0082637941 8.68 132822459352228581867520.00
P0 1.00 83 2 430966.36 22.00 -69.72 11.35 0.47 0.47 73.99 14034.57 9706150.38 0.0000592641 10.13 617679566938608450404352.00
P0 1.00 84 17 3507289.16 22.73 -48.92 7.58 1.61 0.70 54.47 10966.32 21166625.08 0.0015557725 11.98 226304353894889794043904.00
P0 1.00 85 2 315914.45 23.23 -42.02 8.98 0.46 0.33 48.85 31522.06 19666048.45 0.0000234267 27.12 1474972935170514397167616.00
P0 1.00 86 4 698266.55 21.16 -46.02 16.32 0.96 0.65 53.22 14679.14 11746171.44 0.0000798467 20.58 575383252638085383454720.00
P0 1.00 87 11 2199824.13 22.39 -40.19 9.86 1.09 0.58 47.05 11249.74 20219297.93 0.0011686643 14.15 238127724840542099472384.00
P0 1.00 88 31 6380314.43 15.36 -76.43 5.41 2.90 1.47 78.15 10673.49 21195770.46 0.0019446843 13.28 224637869508102086197248.00
P0 1.00 89 2 315172.82 14.60 -65.18 15.01 0.43 0.32 68.46 13820.00 11418805.24 0.0001250899 7.97 553899369004389357322240.00
P0 1.00 90 23 4716400.00 11.91 -61.02 13.38 1.54 0.96 63.60 10038.05 25663791.58 0.0039382817 9.29 167977712854061375553536.00
P0 1.00 91 21 4369727.85 13.15 -63.81 4.82 1.55 0.78 65.33 10407.96 23816728.16 0.0024591914 6.45 185349393580753839718400.00
P0 1.00 92 6 1243683.71 12.66 -62.31 12.11 0.87 0.58 64.72 10498.03 19696364.66 0.0014684641 7.56 221379248465854509088768.00
P0 1.00 93 7 1397880.79 13.50 -74.91 7.84 1.40 0.83 76.52 11061.43 16713237.46 0.0008782290 11.30 284428414832793089998848.00
P0 1.00 94 2 426967.71 14.18 -69.01 7.24 0.42 0.42 70.82 10874.14 19984352.31 0.0012723047 8.11 226309771571829349023744.00
P0 1.00 95 40 8369154.30 18.65 -16.14 9.25 2.58 0.99 26.34 9606.58 84448645.94 0.0323603820 20.36 84137540824078835777536.00
P0 1.00 96 12 2398087.29 18.84 -29.04 8.36 0.73 0.41 35.61 10730.35 28183233.24 0.0031419024 12.42 164557826223065912049664.00
P0 1.00 97 5 906586.61 21.44 -33.33 10.44 0.61 0.44 40.98 12915.89 15555993.55 0.0002847029 15.21 376448593953816039129088.00
P0 1.00 98 10 2039301.59 18.15 -29.80 10.93 0.56 0.29 36.56 10076.66 29380055.49 0.0042500204 9.56 139581865425831452475392.00
P0 1.00 99 3 526010.83 19.43 -65.35 22.95 0.79 0.51 71.94 19758.54 4320299.31 0.0000028078 5.25 1865156279627007764987904.00
P0 1.00 100 8 1660812.61 21.78 -66.36 6.44 1.20 0.66 70.14 12273.13 12269555.71 0.0001704312 6.54 410632344398810029490176.00
P0 1.00 101 2 439297.45 4.74 8.31 14.75 0.33 0.32 17.58 11787.83 33495148.69 0.0040565441 12.19 163157819184849029693440.00
P0 1.00 102 5 932417.75 10.48 -2.79 34.41 0.51 0.27 36.08 12828.26 15381543.34 0.0003170099 7.52 360977610196739187277824.00
P0 1.00 103 2 384444.63 17.63 2.68 44.79 0.26 0.23 48.21 18887.15 8080129.30 0.0000142532 4.08 1088949617387128485838848.00
P0 1.00 104 2 306866.81 19.29 -13.96 11.50 0.06 0.06 26.45 16154.93 16041912.64 0.0001248228 8.10 542330592463547420114944.00
P0 1.00 105 3 616061.39 4.11 -1.84 16.43 0.37 0.28 17.04 13812.66 28375312.24 0.0017921545 5.91 242811982000776340832256.00
P0 1.00 106 8 1146834.67 -16.66 6.71 0.55 0.93 0.62 17.97 11450.22 55654802.98 0.0147145618 25.57 93581151919293857792000.00
P0 1.00 107 3 403202.50 -16.67 5.55 -1.52 0.36 0.31 17.64 85584.00 684303598.90 0.0082144148 29.03 712008518195369576759296.00
P0 1.00 108 2 320678.60 -16.75 8.50 1.91 0.59 0.45 18.88 11888.84 51052451.38 0.0119975332 18.25 108727650637316163108864.00
P0 1.00 109 2 501267.11 -14.29 8.92 -3.36 0.29 0.26 17.17 148585.96 1672732054.72 0.0107697535 16.22 997547582092872979054592.00
P0 1.00 110 12 2494626.83 -5.15 -33.59 4.43 0.87 0.41 34.27 10998.01 22317005.28 0.0015810047 7.56 211045270278630000295936.00
P0 1.00 111 3 496729.05 -14.17 6.34 6.43 0.77 0.46 16.80 11423.93 54476224.61 0.0149862489 13.21 93455911276487173472256.00
P0 1.00 112 11 2333354.58 11.37 -33.28 12.53 1.13 0.45 37.33 10876.83 23971667.83 0.0019712943 13.59 195092730239849531965440.00
P0 1.00 113 20 3818881.81 15.53 -11.93 9.60 1.20 0.67 21.81 10262.38 57060863.00 0.0166160222 15.09 86997954974424615616512.00
P0 1.00 114 8 1608080.62 13.65 -12.41 9.46 0.75 0.32 20.73 10750.26 43064451.98 0.0097075844 9.77 110722297193925053513728.00
P0 1.00 115 7 1156322.94 14.46 -15.56 10.96 0.26 0.21 23.90 11134.38 28505060.24 0.0028486156 6.99 174361182607503295250432.00
P0 1.00 116 3 650520.26 12.57 -6.77 10.87 0.10 0.07 17.95 12844.21 30052003.64 0.0020321349 8.85 219467628802651856044032.00
P0 1.00 117 3 622318.32 13.56 -10.07 10.19 0.70 0.48 19.73 13642.91 22806111.96 0.0008178705 19.71 307622823911609006555136.00
P0 1.00 118 2 425988.05 14.32 -16.68 11.33 0.19 0.19 24.73 12500.95 24058558.37 0.0012858121 15.10 250838186002742171926528.00
P0 1.00 119 2 306976.75 13.73 -8.92 12.75 0.28 0.28 20.75 19310.36 21693764.04 0.0001195100 4.52 595946687453862245171200.00
P0 1.00 120 6 1230452.09 15.42 -23.56 9.80 0.65 0.36 29.82 11646.91 18316656.47 0.0007738245 9.62 272849733131094229778432.00
P0 1.00 121 19 3907433.71 13.48 -44.05 12.20 1.01 0.66 47.65 10242.21 30490508.42 0.0046378930 12.27 140547093115043328294912.00
P0 1.00 122 2 427891.21 21.12 -68.78 12.39 0.37 0.37 73.01 10670.62 18971555.99 0.0011804477 2.76 230975876997046645817344.00
P0 1.00 123 2 378384.61 -8.52 -38.44 95.81 0.52 0.43 103.58 31085.26 2306419.72 0.0000001751 11.25 5862048652824424071823360.00
P0 1.00 124 3 636326.16 6.26 -42.21 16.89 0.37 0.26 45.89 15004.35 9447794.47 0.0000389219 9.92 694153086945158502547456.00
P0 1.00 125 12 2547996.86 5.33 -55.30 12.17 0.95 0.49 56.87 11721.67 15895278.09 0.0004457676 8.00 313057199823286020603904.00
P0 1.00 126 2 424912.72 13.98 -45.29 11.04 0.21 0.21 48.67 11493.76 19379560.20 0.0009687246 13.63 254328233354137274679296.00
P0 1.00 127 6 1285501.97 13.97 -48.22 11.47 0.75 0.51 51.50 12849.46 13959886.08 0.0002014835 7.22 403158486068592935698432.00
P0 1.00 128 24 4978152.95 8.43 -55.32 6.51 1.14 0.48 56.34 8774.53 51862678.45 0.0182969500 6.37 68846169152050490769408.00
P0 1.00 129 3 647433.22 6.74 -57.66 4.58 0.45 0.43 58.23 13397.06 12037562.84 0.0001154767 8.54 484458400790874916126720.00
P0 1.00 130 6 1195621.36 8.33 -61.66 3.94 0.74 0.50 62.35 14475.96 8698742.08 0.0000357101 6.44 689598071785395515817984.00
P0 1.00 131 34 7233072.76 7.56 -50.79 6.74 2.47 0.93 51.79 9175.62 49621587.66 0.0172929391 11.41 98666741542740891271168.00
P0 1.00 132 4 787719.38 8.27 -50.45 11.32 0.56 0.34 52.36 14015.28 11250497.88 0.0000784095 5.44 546553710692758917742592.00
P0 1.00 133 2 428511.53 13.45 -51.49 11.07 0.07 0.07 54.36 13439.15 13120769.41 0.0001404247 3.48 456041035864321782972416.00
P0 1.00 134 6 1272675.80 2.49 -41.47 10.48 0.50 0.35 42.85 13325.01 13477459.93 0.0001571218 5.86 441361292215372677644288.00
P0 1.00 135 7 1487216.98 3.93 -26.63 10.09 0.62 0.27 28.75 11641.46 19588773.78 0.0009424862 6.22 260142847495215421325312.00
P0 1.00 136 4 600979.23 6.62 6.29 13.08 0.57 0.44 15.96 11455.38 31806848.18 0.0044632390 15.85 154076017582514550865920.00
P0 1.00 137 2 438474.13 10.38 3.44 11.83 0.02 0.02 16.11 12364.61 27049609.54 0.0019291572 2.47 216351772033899074420736.00
P0 1.00 138 10 2136764.97 8.98 -29.00 10.11 1.31 0.67 32.00 11569.54 20680774.76 0.0012233186 13.76 253628548631824982605824.00
P0 1.00 139 16 3399429.68 -0.10 -44.88 6.06 1.12 0.59 45.29 10449.48 25688501.53 0.0026673288 8.54 171058327416164495392768.00
P0 1.00 140 3 639361.10 -1.35 -47.89 6.97 0.34 0.26 48.41 14146.46 11624867.41 0.0000831821 2.60 543471523622171917156352.00
P0 1.00 141 28 5848441.07 5.27 -65.44 -1.03 3.43 1.43 65.66 10991.60 19306307.96 0.0013415369 11.64 256393558679350224617472.00
P0 1.00 142 17 3559562.43 0.70 -67.56 -3.73 2.44 1.20 67.67 12067.48 13642976.18 0.0002931490 12.72 378546077603807721684992.00
P0 1.00 143 38 8040705.21 6.62 -63.80 -7.81 3.79 1.69 64.62 10976.74 22063784.36 0.0027239385 13.22 254607819657230459863040.00
P0 1.00 144 10 2095120.38 13.94 -64.31 -4.26 1.48 0.94 65.94 11220.21 18024890.73 0.0009372617 12.71 266821949410041000886272.00
P0 1.00 145 3 645624.05 11.84 -59.29 -8.68 0.37 0.29 61.08 16324.69 7565292.06 0.0000177226 6.86 927022848227533115097088.00
P0 1.00 146 2 444398.72 10.81 -52.64 -4.09 0.17 0.17 53.89 19183.99 6714141.34 0.0000079922 4.34 1317509808094732189958144.00
P0 1.00 147 4 848983.89 -3.63 -59.42 -6.32 0.59 0.38 59.86 15587.81 9164282.91 0.0000311076 5.78 754231347962166231695360.00
P0 1.00 148 4 791751.14 -1.34 -64.13 -6.67 0.59 0.42 64.49 16053.21 7017278.07 0.0000155413 9.31 949937471730614381051904.00
P0 1.00 149 3 591328.23 6.30 -64.37 -15.94 0.57 0.47 66.61 17885.57 5376488.88 0.0000062329 4.95 1364671810172485489393664.00
P0 1.00 150 2 379655.85 9.63 -62.29 -3.44 0.36 0.31 63.12 18999.54 6189202.59 0.0000069916 17.60 1370598614761568636764160.00
P0 1.00 151 3 639626.23 4.64 -64.35 -8.88 0.79 0.59 65.12 13804.37 12819757.30 0.0002412276 13.94 533785406846521619513344.00
P0 1.00 152 3 596133.78 14.43 -66.19 -3.40 0.92 0.63 67.83 14103.61 12397493.74 0.0001498111 9.68 541953631227413675376640.00
P0 1.00 153 4 895694.96 -5.61 17.88 -3.88 0.18 0.09 19.14 12412.05 51860010.77 0.0102981481 2.89 120621133328689255153664.00
P0 1.00 154 3 583919.17 20.12 -64.51 0.83 0.62 0.43 67.58 11289.54 18370089.47 0.0011383377 16.23 279346032967701558722560.00
P0 1.00 155 2 365601.92 8.38 -64.38 -14.91 0.28 0.24 66.62 19750.02 5605039.02 0.0000049221 2.58 1563680083836868323442688.00
P0 1.00 156 3 636282.46 2.00 -73.22 -4.55 0.54 0.42 73.39 17574.66 5358257.34 0.0000064516 9.08 1330249790314477906821120.00
P0 1.00 157 9 1863073.60 -11.25 -44.05 -0.44 0.33 0.21 45.47 11466.19 16751274.50 0.0005686385 4.73 287123606736259126394880.00
P0 1.00 158 3 649311.28 -4.88 -50.46 -0.31 0.25 0.21 50.70 16043.37 8628996.92 0.0000246263 6.61 824127731555618302984192.00
P0 1.00 159 2 433249.65 12.72 -65.82 5.30 0.21 0.21 67.24 12017.67 12828495.75 0.0002051957 8.34 382113718185453691076608.00
P0 1.00 160 2 373470.32 12.07 -68.40 -6.14 0.57 0.50 69.73 16304.06 6358818.07 0.0000120389 15.40 1040534181672335976693760.00
P0 1.00 161 2 367441.96 13.06 -67.49 4.71 0.39 0.33 68.90 15223.77 10568208.92 0.0000495403 24.39 657379734081422198046720.00
P0 1.00 162 2 434367.01 -0.10 -49.64 2.70 0.44 0.43 49.72 15707.79 8440007.10 0.0000252610 5.91 805737798445464230559744.00
P0 1.00 163 3 636345.52 -9.47 -49.08 0.99 0.42 0.31 49.99 16290.57 8871194.32 0.0000249143 3.72 830297047249591719690240.00
P0 1.00 164 6 1217375.76 0.28 -61.10 2.53 0.90 0.59 61.15 13276.37 11713433.05 0.0001198913 10.96 491744006312798975950848.00
P0 1.00 165 2 424210.37 1.42 -61.71 2.18 0.28 0.28 61.77 13601.40 11860898.62 0.0001002738 6.00 500468514225452063129600.00
P0 1.00 166 2 363045.06 1.78 -63.32 0.85 0.29 0.25 63.36 16672.71 7827138.39 0.0000178156 6.78 942668583436297915334656.00
P0 1.00 167 2 434176.84 3.10 -46.60 5.00 0.14 0.14 46.97 15246.46 9793372.91 0.0000401001 1.79 692356047757738262921216.00
P0 1.00 168 2 436500.11 11.32 -59.36 3.07 0.22 0.21 60.51 16716.25 7083945.25 0.0000140150 8.64 1009814862565559263821824.00
P0 1.00 169 6 1296034.40 2.46 -63.15 3.38 0.58 0.41 63.29 13595.47 11543826.18 0.0000946896 8.84 509480648999190485008384.00
P0 1.00 170 3 653822.87 23.61 -60.22 3.50 0.60 0.41 64.78 16533.81 6266926.26 0.0000111280 7.42 1076385196711696517824512.00
P0 1.00 171 2 275758.96 -16.19 9.29 -3.16 0.58 0.37 18.93 11446.27 58106720.62 0.0147424837 20.67 93881702069643841110016.00
P0 1.00 172 2 424182.14 10.16 -36.29 9.79 0.09 0.09 38.94 12838.90 14176319.91 0.0002078755 5.76 398958599197549815398400.00
P0 1.00 173 2 221228.01 -7.73 9.19 10.36 0.34 0.24 15.86 13619.73 40496033.61 0.0046532654 43.39 174192723152900796186624.00
P0 1.00 174 6 1066883.70 14.89 -75.16 2.91 1.13 0.77 76.68 12270.05 14754144.86 0.0004191520 11.26 374020563148697034031104.00
P0 1.00 175 3 579731.11 7.20 -76.07 2.41 0.61 0.51 76.45 18017.94 4422541.17 0.0000039600 6.47 1572929325681102886535168.00
P0 1.00 176 2 351599.21 18.41 -69.47 2.02 0.14 0.11 71.89 11246.29 16653822.37 0.0006340724 4.95 278215122722957394182144.00
P0 1.00 177 3 580182.07 19.33 -68.71 2.27 0.79 0.56 71.41 10671.47 17307332.05 0.0009014999 9.11 245227884289040658202624.00
P0 1.00 178 2 424579.96 3.22 -56.22 7.01 0.21 0.21 56.74 17366.39 7404244.17 0.0000136239 5.21 1046485981715625993568256.00
P0 1.00 179 2 430946.09 7.92 -56.65 7.71 0.43 0.43 57.72 11244.85 15738894.75 0.0004952861 2.47 291190415882159575269376.00
P0 1.00 180 4 863597.75 10.75 -61.37 11.58 0.65 0.42 63.37 11555.23 16580616.81 0.0005732932 8.44 294062082333393253564416.00
P0 1.00 181 3 637868.64 6.56 -44.20 16.29 0.67 0.52 47.56 15669.52 10818203.30 0.0000473758 20.04 679471017970098818252800.00
P0 1.00 182 6 1156267.66 22.91 -62.57 15.18 1.12 0.73 68.33 11615.12 15199287.44 0.0004340132 9.46 319315642723308744474624.00
